tipo de identificación,número de identificación,número de cuenta,nombres,tipo transacción,monto transacción,tipo de producto,ciudad,fecha-hora,fecha de nacimiento,dirección del cliente,teléfono del cliente,correo del cliente,reporte centrales de riesgo,monto reporte de central de riesgo,tiempo en mora del reporte de riesgo
CC,478418240,2442610429,Cliente285 Torres,Pago,3477486,Inversión,Bogotá,1709155527,2002-12-17,Avenida 5 #20-28,3194335387,cliente285.734@gmail.com,No,,
CE,815751035,1769200077,Cliente286 Pérez,Compra,2453755,Cuenta de ahorros,Medellín,2024-02-28 17:36:57,1970-09-04,Calle 115 #83-42,3998273614,cliente286.884@mail.com,No,,
PAS,269486898,3230746595,Cliente287 Ramírez,Pago,3108478,Cuenta corriente,Barranquilla,2024-02-28 00:09:15,1973-03-20,Avenida 135 #95-34,3232069993,usuario@dominio,No,,
PAS,450433666,1523792032,Cliente288 Gómez,Compra,2725333,Inversión,Bucaramanga,1709143505,1965-07-02,Diagonal 3 #100-35,3192888321,correo@.,Sí,484151,30 días
TI,792389419,9987326668,Cliente289 Torres,Depósito,2044187,Inversión,Pereira,2024-02-28 05:36:36,1983-07-16,Carrera 52 #58-2,3626483698,cliente289.523@mail.com,Sí,738369,30 días
TI,865829811,9045485751,Cliente290 Méndez,Depósito,4487260,Cuenta de ahorros,Barranquilla,1709136216,1961-05-22,Diagonal 102 #100-50,3544900736,cliente290.536@gmail.com,Sí,893754,30 días
TI,219734099,2818768670,Cliente291 Ramírez,Retiro,3339199,Inversión,Medellín,2024-02-28 08:00:54,1974-03-09,Avenida 19 #42-2,3280417266,correo@,Sí,796582,60 días
CC,445031258,6472344581,Cliente292 Torres,Retiro,2229998,Préstamo personal,Pereira,2024-02-28 19:54:01,1800-01-01,Avenida 142 #35-45,3412996792,cliente292.537@yahoo.com,Sí,295340,30 días
TI,210718741,8028163341,Cliente293 Torres,Transferencia,1857304,Cuenta corriente,Bogotá,1709124518,2000-08-13,Carrera 115 #22-11,3529527195,correo@,Sí,752569,90 días
CE,372970164,7081999389,Cliente294 Gómez,Retiro,1123148,Cuenta de ahorros,Bogotá,1709092128,1967-09-19,Calle 55 #2-5,3697557378,correo@,No,,
CE,296904667,9325245666,Cliente295 Ramírez,Retiro,4925777,Cuenta de ahorros,Medellín,1709110881,2004-06-07,Diagonal 65 #7-12,3273897850,cliente295.218@yahoo.com,Sí,86694,90 días
CE,698309406,5634300824,Cliente296 Gómez,Depósito,3527181,Préstamo personal,Bogotá,1709149160,1800-01-01,Avenida 118 #80-4,3681317551,correo@,Sí,18712,30 días
CC,958005063,4623655936,Cliente297 Méndez,Compra,4273801,Tarjeta de crédito,Cali,1709084299,1982-04-03,Diagonal 150 #67-45,3729653974,@dominio.com,No,,
PAS,751917119,2327982173,Cliente298 Torres,Compra,3305934,Cuenta de ahorros,Cartagena,1709164168,1986-02-09,Carrera 51 #92-46,3310913392,correo@,No,,
CE,898406247,3112802714,Cliente299 Ramírez,Compra,3825805,Inversión,Cartagena,1709141388,2004-02-19,Avenida 64 #76-29,3181535415,cliente299.224@yahoo.com,Sí,297772,90 días
TI,598582090,8520737082,Cliente300 Gómez,Depósito,3439769,Cuenta de ahorros,Bogotá,2024-02-28 20:15:06,1999-06-17,Avenida 137 #46-9,3852012127,cliente300.93@yahoo.com,No,,
PAS,866115769,2929307676,Cliente301 Torres,Depósito,59346,Inversión,Bucaramanga,2024-02-28 01:57:54,1980-06-03,Carrera 43 #11-9,3873616600,sincorreo,Sí,631554,90 días
CE,185408843,3301951362,Cliente302 Torres,Pago,4868826,Cuenta de ahorros,Cali,1709140743,1989-11-06,Carrera 123 #88-21,3378222995,cliente302.329@gmail.com,No,,
CC,913183186,6503509890,Cliente303 Pérez,Transferencia,186910,Préstamo personal,Bogotá,2024-02-28 22:43:56,1994-07-26,Calle 54 #80-7,3717886748,@dominio.com,No,,
CC,828382087,2418144576,Cliente304 Torres,Pago,4699778,Cuenta corriente,Bogotá,1709134269,1978-02-24,Carrera 141 #2-10,3580522588,@dominio.com,Sí,669907,60 días
TI,948485576,5731973009,Cliente305 Ramírez,Transferencia,2068814,Inversión,Barranquilla,2024-02-28 08:09:59,1800-01-01,Avenida 137 #37-10,3561479224,correo@.,Sí,658513,90 días
CE,718946680,2990461349,Cliente306 Pérez,Compra,2632110,Préstamo personal,Cartagena,1709110658,2004-12-17,Diagonal 99 #37-15,3262818048,cliente306.377@outlook.com,Sí,958253,90 días
PAS,774399278,5373262533,Cliente307 Ramírez,Compra,721400,Cuenta de ahorros,Bucaramanga,1709163332,1970-02-16,Calle 54 #68-22,3514660084,cliente307.283@yahoo.com,Sí,936126,60 días
TI,514875699,2566313313,Cliente308 Pérez,Compra,2250748,Inversión,Bogotá,1709111886,1994-12-21,Diagonal 127 #59-5,3788341376,correo@,No,,
PAS,775542856,8513632178,Cliente309 Torres,Compra,2757946,Cuenta de ahorros,Bogotá,2024-02-28 02:22:47,1998-09-04,Avenida 92 #47-20,3347038062,usuario@dominio,No,,
PAS,706588847,5074029163,Cliente310 Gómez,Retiro,18594,Préstamo personal,Bucaramanga,2024-02-28 02:26:30,1989-02-09,Calle 63 #30-21,3551564429,usuario@dominio,No,,
TI,466834359,1181519620,Cliente311 Pérez,Depósito,2288490,Inversión,Barranquilla,2024-02-28 03:06:24,1966-08-05,Avenida 25 #46-10,3718582372,cliente311.575@mail.com,Sí,532771,60 días
TI,897419998,9210820004,Cliente312 Torres,Retiro,4031990,Préstamo personal,Bucaramanga,2024-02-28 11:23:50,1955-08-02,Avenida 10 #2-32,3678886348,correo@.,No,,
PAS,940867680,5210524703,Cliente313 Gómez,Depósito,3247305,Préstamo personal,Bogotá,2024-02-28 17:38:54,1961-05-16,Avenida 143 #41-7,3129638842,@dominio.com,No,,
PAS,277411940,1200890455,Cliente314 Torres,Transferencia,3356999,Tarjeta de crédito,Cartagena,1709155868,1979-08-11,Diagonal 34 #84-35,3956345511,@dominio.com,Sí,391093,120 días
PAS,944037357,5151368412,Cliente315 Méndez,Depósito,3845973,Préstamo personal,Pereira,2024-02-28 06:31:16,1999-03-26,Diagonal 95 #72-50,3555140327,usuario@dominio,Sí,328617,30 días
CE,138461966,9753145809,Cliente316 Gómez,Transferencia,4435968,Cuenta corriente,Pereira,1709161557,1983-04-15,Avenida 100 #92-5,3614846935,cliente316.604@mail.com,No,,
CC,796398792,8243154397,Cliente317 Ramírez,Compra,4876578,Inversión,Cali,2024-02-28 00:41:28,1961-07-18,Calle 49 #75-28,3716689513,correo@.,Sí,606287,30 días
PAS,967335409,3026043883,Cliente318 Gómez,Depósito,518947,Inversión,Pereira,1709124989,1956-01-08,Calle 85 #44-14,3621617898,cliente318.773@outlook.com,Sí,472663,60 días
CC,872789726,4548552982,Cliente319 Pérez,Compra,720397,Tarjeta de crédito,Pereira,1709132451,1982-01-23,Avenida 98 #27-26,3492052620,usuario@dominio,No,,
CC,338371050,7072657422,Cliente320 Gómez,Depósito,1962028,Inversión,Pereira,1709114281,1964-12-10,Diagonal 67 #88-8,3463111676,cliente320.544@gmail.com,Sí,854348,30 días
CC,770895848,8556662295,Cliente321 Gómez,Compra,238953,Tarjeta de crédito,Bucaramanga,1709094746,1991-12-14,Calle 8 #42-38,3374479547,cliente321.833@yahoo.com,Sí,357004,120 días
TI,888001763,1454682090,Cliente322 Ramírez,Depósito,439267,Cuenta corriente,Pereira,2024-02-28 20:54:33,1976-02-06,Carrera 59 #75-21,3186405732,sincorreo,Sí,428676,30 días
CE,954598832,9838832023,Cliente323 Gómez,Compra,2255290,Préstamo personal,Pereira,2024-02-28 23:09:14,2005-11-02,Diagonal 113 #52-12,3349577503,correo@,No,,
PAS,193938977,4870992357,Cliente324 Torres,Compra,2558348,Préstamo personal,Medellín,2024-02-28 12:37:16,1957-05-17,Diagonal 1 #83-28,3688993897,correo@,No,,
PAS,209424433,4738422105,Cliente325 Gómez,Retiro,618900,Cuenta corriente,Bucaramanga,1709078521,2001-06-16,Carrera 77 #19-28,3192425454,@dominio.com,No,,
CC,461239235,6853894266,Cliente326 Ramírez,Pago,2475975,Cuenta de ahorros,Pereira,2024-02-28 17:28:21,1982-06-01,Calle 63 #23-43,3941644316,cliente326.857@gmail.com,No,,
PAS,478026050,8641375317,Cliente327 Méndez,Transferencia,4555725,Tarjeta de crédito,Barranquilla,2024-02-28 06:47:51,1800-01-01,Calle 97 #67-37,3861932231,cliente327.934@mail.com,Sí,196134,60 días
TI,330913588,6524255493,Cliente328 Torres,Depósito,329858,Inversión,Medellín,1709083218,1953-02-26,Avenida 19 #59-39,3123309051,cliente328.355@yahoo.com,No,,
CC,562208037,1341115352,Cliente329 Gómez,Compra,108052,Tarjeta de crédito,Pereira,2024-02-28 12:49:59,1977-06-26,Carrera 112 #71-1,3297341208,cliente329.214@yahoo.com,No,,
CC,751277403,3346110652,Cliente330 Torres,Pago,1180357,Cuenta de ahorros,Barranquilla,2024-02-28 12:29:09,1959-03-05,Diagonal 140 #66-10,3980074172,cliente330.781@yahoo.com,Sí,625740,90 días
PAS,865689776,3606455949,Cliente331 Ramírez,Compra,3850164,Inversión,Bogotá,2024-02-28 09:56:47,1980-10-09,Avenida 143 #18-5,3310988929,cliente331.893@outlook.com,Sí,825926,30 días
CE,150909183,9785832960,Cliente332 Pérez,Compra,4061179,Inversión,Medellín,2024-02-28 05:15:17,1968-05-28,Carrera 65 #46-50,3815396842,cliente332.691@yahoo.com,No,,
CE,515754061,2155841714,Cliente333 Ramírez,Compra,4853391,Inversión,Bucaramanga,2024-02-28 08:54:27,1999-04-06,Carrera 129 #96-49,3964976511,cliente333.560@gmail.com,No,,
CE,947647440,4801708821,Cliente334 Gómez,Compra,4464394,Cuenta de ahorros,Cali,1709147273,1993-03-06,Calle 120 #89-8,3483114539,cliente334.835@yahoo.com,Sí,735236,60 días
PAS,249825574,5036930242,Cliente335 Gómez,Pago,1031650,Préstamo personal,Cartagena,1709117070,1952-08-24,Carrera 10 #86-38,3710939606,sincorreo,Sí,299710,90 días
CC,453424330,1129490049,Cliente336 Ramírez,Transferencia,2833693,Cuenta corriente,Medellín,1709098878,2001-04-19,Avenida 39 #80-15,3224784419,correo@,No,,
CC,475428594,8982859340,Cliente337 Pérez,Pago,3369865,Cuenta corriente,Cali,2024-02-28 12:48:19,1960-03-22,Avenida 122 #7-13,3969102144,correo@,Sí,621500,90 días
CC,391665369,4308383225,Cliente338 Gómez,Depósito,3718577,Tarjeta de crédito,Pereira,2024-02-28 13:39:23,1993-09-22,Calle 118 #46-30,3826951042,cliente338.126@outlook.com,Sí,255210,30 días
TI,147154279,8802350877,Cliente339 Ramírez,Transferencia,1688265,Cuenta de ahorros,Bogotá,1709109267,1981-06-11,Carrera 92 #75-11,3803853152,sincorreo,Sí,24888,120 días
TI,339000603,2803151795,Cliente340 Pérez,Compra,2188890,Cuenta corriente,Pereira,1709132083,1992-07-25,Diagonal 13 #58-44,3318184584,cliente340.641@gmail.com,Sí,345457,30 días
CE,175933082,1067058217,Cliente341 Torres,Transferencia,1795582,Cuenta de ahorros,Pereira,2024-02-28 08:53:24,1957-09-27,Carrera 84 #15-2,3472152115,cliente341.259@gmail.com,Sí,520096,120 días
TI,133308302,9821621059,Cliente342 Gómez,Retiro,2986431,Cuenta corriente,Cali,2024-02-28 11:10:41,1957-05-08,Avenida 46 #55-32,3604202664,cliente342.242@gmail.com,Sí,322217,30 días
CE,984738960,8091929477,Cliente343 Pérez,Retiro,3276268,Cuenta corriente,Pereira,1709093569,1993-03-28,Carrera 35 #15-13,3501837962,cliente343.937@gmail.com,Sí,245906,30 días
PAS,989128888,4494815205,Cliente344 Pérez,Depósito,2359499,Préstamo personal,Cartagena,1709118008,1966-04-09,Carrera 132 #21-10,3633616761,cliente344.334@yahoo.com,Sí,438877,60 días
CE,847847340,5734145607,Cliente345 Méndez,Pago,2257980,Cuenta corriente,Cartagena,1709127083,1997-02-28,Avenida 10 #61-2,3635903140,cliente345.102@outlook.com,No,,
TI,717847735,1854882937,Cliente346 Torres,Retiro,3079348,Tarjeta de crédito,Cali,1709097535,1966-04-23,Calle 147 #56-27,3571545650,cliente346.743@outlook.com,No,,
PAS,339141705,5890900041,Cliente347 Torres,Depósito,2371017,Cuenta de ahorros,Pereira,1709092809,1994-12-05,Avenida 60 #62-34,3210160703,cliente347.620@mail.com,Sí,16556,60 días
TI,498591474,7930340112,Cliente348 Gómez,Transferencia,323542,Cuenta corriente,Pereira,1709084424,1998-09-07,Avenida 39 #71-45,3128814363,cliente348.329@yahoo.com,Sí,465913,60 días
CC,533483489,5895407734,Cliente349 Pérez,Transferencia,4702182,Préstamo personal,Cartagena,2024-02-28 10:58:52,2002-08-05,Carrera 116 #89-48,3117402383,cliente349.919@yahoo.com,Sí,583706,90 días
TI,828824600,7042596313,Cliente350 Gómez,Depósito,4811142,Cuenta corriente,Bogotá,2024-02-28 20:27:30,1950-06-24,Calle 32 #70-43,3899533798,cliente350.515@mail.com,Sí,658404,90 días
PAS,893404534,3309563040,Cliente351 Pérez,Depósito,3494106,Cuenta de ahorros,Medellín,1709092652,1983-05-18,Calle 90 #81-34,3462176052,correo@,Sí,798905,30 días
CE,960873029,7229689398,Cliente352 Méndez,Pago,1601487,Cuenta de ahorros,Bogotá,1709088783,1956-05-02,Calle 6 #27-6,3829148897,cliente352.352@outlook.com,Sí,382973,30 días
TI,642820785,9136282437,Cliente353 Ramírez,Transferencia,3196262,Préstamo personal,Cartagena,1709149155,1998-11-19,Avenida 143 #11-42,3670877827,cliente353.921@mail.com,No,,
CE,798109285,4993010916,Cliente354 Ramírez,Transferencia,4509520,Inversión,Bogotá,2024-02-28 03:28:35,1952-08-19,Diagonal 149 #46-34,3311229307,cliente354.143@mail.com,Sí,730218,30 días
TI,664569174,9996388859,Cliente355 Ramírez,Pago,1590816,Tarjeta de crédito,Cali,1709090309,1985-09-09,Diagonal 90 #62-47,3832929984,correo@,Sí,362909,90 días
CE,511135574,7479787703,Cliente356 Ramírez,Retiro,2807301,Cuenta corriente,Bogotá,1709153563,1999-10-09,Avenida 28 #1-31,3473229233,usuario@dominio,Sí,613436,90 días
CE,405637369,5783782041,Cliente357 Ramírez,Retiro,4291855,Préstamo personal,Medellín,2024-02-28 15:07:08,1963-02-17,Avenida 139 #97-43,3196514675,usuario@dominio,No,,
PAS,839546930,7709744285,Cliente358 Torres,Compra,3417840,Préstamo personal,Bucaramanga,1709154402,1958-01-20,Avenida 71 #16-40,3765168330,cliente358.691@yahoo.com,Sí,197153,30 días
CC,286186284,3110585430,Cliente359 Pérez,Depósito,4484695,Cuenta de ahorros,Cartagena,2024-02-28 06:31:17,1962-10-03,Carrera 128 #17-32,3932646784,correo@.,No,,
CE,638863449,6405892379,Cliente360 Méndez,Pago,1506544,Cuenta corriente,Medellín,2024-02-28 04:56:44,1953-05-11,Carrera 113 #29-29,3365920287,cliente360.972@mail.com,Sí,396753,30 días
CE,405613764,7616635109,Cliente361 Torres,Transferencia,397068,Inversión,Medellín,2024-02-28 22:09:29,2005-10-24,Avenida 142 #33-12,3428521113,cliente361.16@outlook.com,No,,
PAS,244776281,2555848891,Cliente362 Ramírez,Transferencia,3457567,Cuenta de ahorros,Cartagena,1709102875,1959-04-09,Calle 70 #4-21,3284931228,@dominio.com,Sí,869413,30 días
CE,958294517,3759611577,Cliente363 Gómez,Pago,3764719,Cuenta corriente,Cali,1709134871,1956-05-05,Calle 127 #15-42,3783952262,@dominio.com,Sí,800286,60 días
CC,380969186,4656416275,Cliente364 Torres,Depósito,1890732,Inversión,Cartagena,2024-02-28 14:41:12,1954-07-26,Avenida 29 #64-27,3133402429,cliente364.943@outlook.com,Sí,730130,30 días
PAS,982104267,3310340396,Cliente365 Torres,Transferencia,4627379,Cuenta corriente,Bucaramanga,1709138801,1800-01-01,Avenida 87 #64-46,3459654559,usuario@dominio,Sí,89257,120 días
TI,217188882,4626085444,Cliente366 Gómez,Depósito,1787537,Inversión,Barranquilla,1709136214,1988-07-18,Avenida 75 #89-25,3759500513,cliente366.607@outlook.com,Sí,140383,60 días
TI,466631928,5370485603,Cliente367 Gómez,Pago,365068,Cuenta corriente,Cali,2024-02-28 23:53:33,1980-09-03,Diagonal 124 #35-16,3593788940,correo@,No,,
TI,988983149,4827781415,Cliente368 Méndez,Transferencia,3533006,Préstamo personal,Bucaramanga,2024-02-28 21:17:06,1800-01-01,Avenida 57 #36-31,3514277522,correo@,No,,
CE,344627493,5576814007,Cliente369 Méndez,Retiro,4676194,Cuenta corriente,Pereira,2024-02-28 20:24:51,1800-01-01,Avenida 36 #4-16,3935272193,sincorreo,Sí,198255,90 días
PAS,424901664,3078812319,Cliente370 Ramírez,Compra,54898,Cuenta corriente,Cartagena,1709100177,1984-11-21,Carrera 115 #47-23,3594260948,usuario@dominio,No,,
CC,533515996,7288612246,Cliente371 Méndez,Compra,1579761,Préstamo personal,Medellín,1709095701,1988-05-25,Diagonal 1 #24-33,3951125289,correo@.,Sí,132495,120 días
CC,505695265,8802337338,Cliente372 Gómez,Depósito,3906574,Inversión,Bogotá,2024-02-28 20:28:47,1973-05-15,Avenida 54 #9-15,3912796131,cliente372.630@yahoo.com,No,,
CC,353050559,7134773079,Cliente373 Méndez,Depósito,618460,Cuenta corriente,Pereira,1709086720,2001-05-14,Calle 63 #6-48,3671753465,correo@,Sí,452611,30 días
TI,602902138,6403456770,Cliente374 Ramírez,Compra,1950817,Préstamo personal,Pereira,2024-02-28 15:07:14,1994-10-01,Calle 93 #17-40,3359448685,cliente374.192@gmail.com,No,,
CE,539180477,6127796454,Cliente375 Gómez,Depósito,2162866,Préstamo personal,Pereira,1709113680,1800-01-01,Carrera 104 #58-15,3248845154,@dominio.com,Sí,720150,120 días
CC,882503700,4432555253,Cliente376 Gómez,Retiro,2297468,Cuenta corriente,Pereira,1709094054,1964-08-03,Calle 111 #94-50,3782236497,correo@.,Sí,103712,30 días
CE,518151559,6663974619,Cliente377 Ramírez,Depósito,3566729,Cuenta corriente,Cartagena,1709087434,1967-07-14,Calle 140 #40-49,3749217726,cliente377.756@mail.com,No,,
TI,733200008,5625712455,Cliente378 Méndez,Transferencia,2819480,Cuenta corriente,Cali,2024-02-28 16:54:01,1971-11-07,Carrera 138 #28-15,3713305465,sincorreo,No,,
PAS,454905206,3218057107,Cliente379 Gómez,Depósito,4526218,Préstamo personal,Cartagena,1709108413,1961-07-25,Calle 100 #94-7,3212731919,@dominio.com,No,,
CE,299204937,4851492263,Cliente380 Méndez,Depósito,2444745,Cuenta de ahorros,Cali,2024-02-28 02:25:21,1990-01-16,Avenida 127 #29-36,3954858752,correo@.,No,,
CC,689413250,6071813408,Cliente381 Gómez,Transferencia,3223299,Inversión,Cartagena,2024-02-28 07:28:21,1979-05-03,Diagonal 35 #78-48,3743169223,usuario@dominio,Sí,388029,30 días
PAS,456929063,1184170514,Cliente382 Torres,Transferencia,4323304,Préstamo personal,Barranquilla,2024-02-28 20:18:49,1977-05-04,Diagonal 32 #64-13,3616382482,@dominio.com,No,,
TI,821657837,9726359502,Cliente383 Pérez,Compra,2692968,Cuenta corriente,Bucaramanga,1709123810,1965-04-20,Diagonal 132 #81-12,3644569385,correo@,No,,
CE,602286010,5580222514,Cliente384 Méndez,Compra,228077,Préstamo personal,Bogotá,1709119439,1995-01-07,Carrera 62 #59-15,3799529475,correo@,Sí,535971,60 días
CC,478789642,8051249475,Cliente385 Gómez,Retiro,4466852,Cuenta de ahorros,Bogotá,1709152756,1980-04-03,Calle 94 #19-5,3533952462,correo@.,No,,
CC,435944534,5840512599,Cliente386 Pérez,Retiro,631536,Cuenta de ahorros,Medellín,2024-02-28 05:44:44,1972-12-26,Avenida 96 #26-20,3418680956,correo@,Sí,881193,60 días
PAS,965768768,5107146047,Cliente387 Méndez,Pago,4966328,Inversión,Cartagena,1709145532,2000-08-10,Calle 117 #8-22,3707823633,cliente387.743@gmail.com,No,,
PAS,222863666,9155431108,Cliente388 Méndez,Transferencia,4669555,Tarjeta de crédito,Bogotá,2024-02-28 00:44:02,1982-09-21,Avenida 55 #35-32,3892631540,correo@,Sí,579948,60 días
CE,880842193,7845420843,Cliente389 Ramírez,Retiro,3008924,Cuenta corriente,Medellín,2024-02-28 22:36:22,2000-03-22,Calle 88 #55-24,3935301138,cliente389.736@mail.com,Sí,397,120 días
CC,109888169,6496037342,Cliente390 Pérez,Depósito,1895930,Préstamo personal,Pereira,1709088400,1995-06-27,Diagonal 3 #60-33,3607099907,usuario@dominio,No,,
TI,744788514,5011014078,Cliente391 Gómez,Pago,3620491,Cuenta corriente,Cali,1709113891,1959-08-10,Diagonal 87 #51-47,3731612805,cliente391.235@gmail.com,No,,
CC,971229877,1703994581,Cliente392 Méndez,Depósito,3828544,Cuenta corriente,Barranquilla,2024-02-28 05:42:03,2000-11-13,Calle 79 #32-14,3442336762,cliente392.62@outlook.com,Sí,927348,120 días
TI,441496592,3227480388,Cliente393 Gómez,Retiro,754960,Cuenta de ahorros,Cartagena,1709094520,1961-11-09,Avenida 59 #41-44,3425930224,usuario@dominio,No,,
TI,644222099,8552073613,Cliente394 Ramírez,Compra,2817055,Cuenta corriente,Cali,1709155311,1958-02-12,Carrera 133 #8-10,3451810106,cliente394.156@outlook.com,No,,
PAS,420972963,3692399612,Cliente395 Méndez,Pago,3811980,Cuenta de ahorros,Pereira,1709093661,1963-10-02,Diagonal 35 #26-50,3504424805,@dominio.com,No,,
TI,269367911,7501334375,Cliente396 Ramírez,Depósito,3473262,Cuenta de ahorros,Cali,2024-02-28 08:45:40,1992-06-24,Carrera 62 #78-30,3681032343,cliente396.324@yahoo.com,Sí,397953,60 días
CC,887342027,9986279196,Cliente397 Torres,Transferencia,671786,Cuenta de ahorros,Medellín,2024-02-28 17:59:47,2003-09-10,Avenida 133 #56-29,3652645550,correo@,Sí,251670,60 días
PAS,481944799,4063997223,Cliente398 Torres,Pago,3989965,Cuenta corriente,Cali,1709082586,1962-11-04,Calle 86 #88-17,3421087901,sincorreo,No,,
CC,684489058,6597956975,Cliente399 Méndez,Retiro,4031126,Tarjeta de crédito,Cartagena,2024-02-28 17:23:22,1991-05-16,Calle 62 #86-1,3541373297,cliente399.206@gmail.com,Sí,794974,120 días
CC,912349164,5069677122,Cliente400 Torres,Compra,2180895,Tarjeta de crédito,Cartagena,2024-02-28 13:18:17,1972-05-09,Carrera 78 #75-40,3938418132,cliente400.792@gmail.com,Sí,85803,60 días
CE,371287464,5697446678,Cliente401 Ramírez,Transferencia,2254388,Préstamo personal,Bogotá,1709144449,1964-09-22,Carrera 82 #35-39,3870207155,cliente401.188@mail.com,No,,
TI,834322361,1066979322,Cliente402 Méndez,Retiro,1382898,Cuenta de ahorros,Bucaramanga,1709080965,1990-11-14,Carrera 43 #92-5,3164838418,cliente402.677@gmail.com,No,,
TI,392133188,3805418658,Cliente403 Ramírez,Transferencia,1971290,Cuenta corriente,Bogotá,2024-02-28 21:41:06,2002-11-02,Avenida 101 #5-39,3884466396,sincorreo,Sí,865424,90 días
CC,848488620,1254949771,Cliente404 Torres,Pago,2244766,Cuenta corriente,Barranquilla,1709130717,2000-01-18,Avenida 108 #43-12,3744771613,cliente404.721@mail.com,No,,
CC,272001062,1529818332,Cliente405 Pérez,Compra,240016,Cuenta corriente,Cali,1709150959,1968-08-04,Calle 116 #71-38,3665905764,@dominio.com,No,,
CE,533972507,6845919327,Cliente406 Méndez,Pago,3502783,Inversión,Medellín,1709081073,1998-02-15,Carrera 123 #22-39,3186362321,cliente406.892@outlook.com,No,,
CE,267423138,4153773626,Cliente407 Méndez,Compra,115683,Cuenta de ahorros,Cali,1709092152,1978-10-18,Diagonal 12 #72-13,3436598759,correo@.,Sí,826186,90 días
PAS,342208407,8376929284,Cliente408 Pérez,Compra,4355905,Inversión,Cali,2024-02-28 07:14:32,1961-11-25,Calle 95 #98-29,3866800567,usuario@dominio,No,,
CE,426460007,1905082056,Cliente409 Gómez,Depósito,3128920,Tarjeta de crédito,Bogotá,2024-02-28 17:39:07,1972-01-22,Calle 97 #7-20,3974670713,@dominio.com,No,,
CE,437329971,8852724660,Cliente410 Gómez,Compra,306624,Préstamo personal,Bucaramanga,2024-02-28 08:08:37,1957-06-06,Avenida 142 #23-39,3771064807,sincorreo,No,,
CC,947206202,7456362489,Cliente411 Méndez,Compra,345972,Préstamo personal,Medellín,1709160648,1976-12-21,Carrera 34 #63-47,3421726797,correo@,Sí,501126,60 días
PAS,759006842,6702135548,Cliente412 Gómez,Depósito,4185920,Tarjeta de crédito,Medellín,1709117039,1981-07-11,Carrera 116 #93-9,3452799384,cliente412.139@yahoo.com,No,,
PAS,351663596,6770517942,Cliente413 Torres,Retiro,3356136,Tarjeta de crédito,Medellín,1709135127,1968-08-11,Diagonal 55 #40-1,3449275179,correo@.,Sí,428742,120 días
PAS,939764466,6285278400,Cliente414 Gómez,Retiro,3713295,Préstamo personal,Cartagena,1709138943,1967-07-16,Diagonal 149 #82-42,3455182788,cliente414.184@gmail.com,Sí,694470,30 días
TI,808008562,5549125707,Cliente415 Gómez,Retiro,3191147,Préstamo personal,Cartagena,1709101849,1953-10-19,Calle 52 #100-7,3127859013,correo@.,Sí,674751,60 días
CE,460620397,2090373792,Cliente416 Gómez,Retiro,3628960,Préstamo personal,Bogotá,1709085743,1986-07-17,Carrera 57 #87-49,3593995405,cliente416.173@outlook.com,No,,
CC,497827053,8747459177,Cliente417 Gómez,Pago,370963,Tarjeta de crédito,Cartagena,2024-02-28 16:54:52,1976-10-17,Calle 143 #5-28,3558329914,cliente417.305@outlook.com,No,,
PAS,252908867,9633860380,Cliente418 Pérez,Compra,4447786,Cuenta corriente,Bogotá,2024-02-28 13:51:42,1952-04-24,Diagonal 88 #26-22,3820515763,correo@.,Sí,360685,90 días
CE,837557354,1227086869,Cliente419 Pérez,Pago,53700,Cuenta corriente,Bucaramanga,2024-02-28 04:42:02,1958-10-23,Carrera 108 #53-3,3459345610,sincorreo,Sí,960954,60 días
CE,819380142,7099751974,Cliente420 Pérez,Compra,3954340,Inversión,Bucaramanga,1709100502,1971-05-04,Diagonal 130 #59-38,3546657875,cliente420.298@outlook.com,Sí,937312,60 días
TI,956401550,6756165232,Cliente421 Méndez,Pago,2161283,Cuenta corriente,Bucaramanga,1709104250,1800-01-01,Diagonal 149 #97-21,3296073389,@dominio.com,Sí,202251,30 días
PAS,792410551,3739537290,Cliente422 Gómez,Retiro,4799292,Préstamo personal,Bogotá,2024-02-28 08:43:05,1800-01-01,Avenida 99 #30-35,3593117385,cliente422.756@outlook.com,No,,
PAS,325601584,9580327429,Cliente423 Torres,Retiro,4236936,Tarjeta de crédito,Barranquilla,1709157997,1991-07-16,Avenida 82 #35-46,3382961701,cliente423.525@gmail.com,No,,
CE,442957528,9098486308,Cliente424 Méndez,Transferencia,4310522,Inversión,Cartagena,1709161284,1800-01-01,Diagonal 45 #15-37,3841224015,sincorreo,No,,
CC,852499321,6811857184,Cliente425 Ramírez,Retiro,946351,Cuenta de ahorros,Cartagena,1709108873,1800-01-01,Avenida 129 #27-1,3503436861,cliente425.603@mail.com,No,,
PAS,906896000,3678761731,Cliente426 Méndez,Transferencia,2736453,Cuenta corriente,Cartagena,2024-02-28 08:37:01,1954-12-19,Avenida 78 #33-36,3129511391,cliente426.509@mail.com,Sí,466708,90 días
CC,970928739,1619248006,Cliente427 Torres,Pago,204300,Inversión,Bogotá,1709115849,1968-01-13,Avenida 104 #34-20,3581844658,cliente427.677@yahoo.com,No,,
CC,431263288,5803997898,Cliente428 Pérez,Retiro,2458767,Inversión,Bogotá,1709082357,1992-03-21,Avenida 37 #36-2,3587516308,@dominio.com,Sí,908723,30 días
