id_transaccion,fecha_hora,monto_transaccion,tipo_transaccion,numero_cuenta,id_cliente,id_producto,id_riesgo,id_fecha,alerta_fecha_futura,alerta_monto_negativo,alerta_tipo_desconocido
651,2024-02-28 21:57:35,4457905,Depósito,7094593077,651,4,4,650,false,false,true
652,2024-02-28 12:11:18,3394776,Depósito,1884750998,652,4,340,651,false,false,true
653,2024-02-28 17:37:39,1247523,Pago,8985011977,653,3,341,652,false,false,true
654,2024-02-28 15:55:03,642152,Retiro,9688782335,654,2,342,653,false,false,true
655,2024-02-28 17:51:18,1536430,Depósito,3382623723,655,5,4,654,false,false,true
656,2024-02-28 11:52:05,1169646,Depósito,4014469945,656,1,4,655,false,false,true
657,2024-02-28 03:21:51,2195121,Compra,5346808938,657,1,4,656,false,false,true
658,2024-02-28 14:29:15,2877755,Pago,6268748853,658,1,4,657,false,false,true
659,2024-02-28 17:41:26,4473876,Retiro,1590493546,659,4,343,658,false,false,true
660,2024-02-28 10:26:28,583573,Retiro,1532103932,660,4,4,659,false,false,true
661,2024-02-28 15:38:27,4298857,Transferencia,6438981782,661,4,4,660,false,false,true
662,2024-02-28 12:01:59,1599712,Depósito,2218095745,662,2,4,661,false,false,true
663,2024-02-28 12:12:29,1344346,Compra,6081176869,663,5,344,662,false,false,true
664,2024-02-28 00:50:49,3815766,Retiro,7571138338,664,3,4,663,false,false,true
665,2024-02-28 18:20:22,528840,Transferencia,6521566478,665,5,345,664,false,false,true
666,2024-02-28 14:18:34,1282734,Depósito,1903357922,666,3,346,665,false,false,true
667,2024-02-28 12:11:34,3476013,Compra,4627914827,667,1,4,666,false,false,true
668,2024-02-28 22:13:22,4106431,Pago,6202439783,668,3,4,667,false,false,true
669,2024-02-28 15:43:12,4792909,Depósito,8708906488,669,2,4,668,false,false,true
670,2024-02-28 20:34:59,1415640,Pago,6740425075,670,2,347,669,false,false,true
671,2024-02-28 09:19:46,4563614,Depósito,3872860970,671,4,348,670,false,false,true
672,2024-02-28 20:53:48,216319,Pago,7950227357,672,5,4,671,false,false,true
673,2024-02-28 18:43:48,3343503,Compra,8207614207,673,3,349,672,false,false,true
674,2024-02-28 06:43:23,91888,Pago,4541139968,674,3,350,673,false,false,true
675,2024-02-28 13:59:35,4619772,Compra,4586067586,675,3,4,674,false,false,true
676,2024-02-28 01:58:50,4898674,Transferencia,8892387848,676,3,4,675,false,false,true
677,2024-02-28 06:26:50,1552032,Depósito,9551992707,677,4,4,676,false,false,true
678,2024-02-28 07:44:24,1039143,Depósito,6907562875,678,5,351,677,false,false,true
679,2024-02-28 11:34:33,2591156,Pago,7219965662,679,5,352,678,false,false,true
680,2024-02-28 02:41:24,53863,Compra,5061861793,680,3,353,679,false,false,true
681,2024-02-28 01:21:21,3127611,Transferencia,4729639784,681,1,354,680,false,false,true
682,2024-02-28 17:51:49,251180,Pago,2128810412,682,5,4,681,false,false,true
683,2024-02-28 05:36:35,2957320,Transferencia,2962687219,683,5,355,682,false,false,true
684,2024-02-28 06:40:19,3245195,Pago,3794201837,684,2,356,683,false,false,true
685,2024-02-28 08:12:53,4578843,Compra,1724699356,685,1,357,684,false,false,true
686,2024-02-28 02:44:33,314876,Transferencia,1746782145,686,1,358,685,false,false,true
687,2024-02-28 20:39:49,2035651,Pago,4953215746,687,1,4,686,false,false,true
688,2024-02-28 12:13:29,3964565,Retiro,6664818071,688,2,4,687,false,false,true
689,2024-02-28 22:17:07,3964662,Depósito,4231488145,689,1,4,688,false,false,true
690,2024-02-28 08:58:20,4709130,Pago,2424759024,690,5,4,689,false,false,true
691,2024-02-28 14:49:19,3170899,Depósito,6997129601,691,2,4,690,false,false,true
692,2024-02-28 07:10:17,3676460,Transferencia,8371336703,692,5,4,691,false,false,true
693,2024-02-28 22:27:13,1785384,Depósito,4173972047,693,2,4,692,false,false,true
694,2024-02-28 16:27:50,1130864,Pago,8270140650,694,1,359,693,false,false,true
695,2024-02-28 11:31:40,3283584,Retiro,4644898974,695,5,4,694,false,false,true
696,2024-02-28 04:34:46,492202,Retiro,7794901606,696,5,4,695,false,false,true
697,2024-02-28 05:24:50,355780,Transferencia,5465930634,697,3,360,696,false,false,true
698,2024-02-28 10:14:28,455511,Compra,3431207351,698,4,4,697,false,false,true
699,2024-02-28 22:13:10,1738291,Compra,5905281432,699,3,361,698,false,false,true
700,2024-02-28 16:52:19,3674099,Pago,5507665949,700,1,4,699,false,false,true
701,2024-02-28 15:57:16,3971370,Pago,3480076704,701,2,362,700,false,false,true
702,2024-02-28 02:25:55,2315734,Compra,1549225027,702,1,363,701,false,false,true
703,2024-02-28 02:06:21,2426073,Compra,3072666274,703,1,4,702,false,false,true
704,2024-02-28 03:34:03,4784934,Pago,6122921176,704,4,364,703,false,false,true
705,2024-02-28 04:47:16,754414,Compra,4444489728,705,3,365,704,false,false,true
706,2024-02-28 20:01:13,3764560,Retiro,9105193437,706,4,4,705,false,false,true
707,2024-02-28 15:02:36,987504,Pago,6529620907,707,4,366,706,false,false,true
708,2024-02-28 07:41:51,2489094,Retiro,3920598645,708,3,4,707,false,false,true
709,2024-02-28 22:08:36,3871614,Transferencia,3965490885,709,5,4,708,false,false,true
710,2024-02-28 08:16:18,1696399,Transferencia,2466082221,710,2,4,709,false,false,true
711,2024-02-28 00:01:12,2418887,Transferencia,7708300906,711,2,4,710,false,false,true
712,2024-02-28 03:36:23,2094580,Retiro,3249317031,712,4,4,711,false,false,true
713,2024-02-28 14:04:25,3052710,Retiro,5232057154,713,2,4,712,false,false,true
714,2024-02-28 17:44:43,2429426,Depósito,8528341641,714,3,367,713,false,false,true
715,2024-02-28 01:17:37,3733252,Transferencia,5933658619,715,4,368,714,false,false,true
716,2024-02-28 04:03:27,3078293,Transferencia,8611535842,716,5,369,715,false,false,true
717,2024-02-28 18:29:55,4888307,Pago,1462728561,717,2,370,716,false,false,true
718,2024-02-28 10:32:47,2840299,Depósito,3909439990,718,2,371,717,false,false,true
719,2024-02-28 14:20:27,1215824,Depósito,6154306082,719,3,372,718,false,false,true
720,2024-02-28 12:22:27,2854813,Transferencia,9646439788,720,1,373,719,false,false,true
721,2024-02-28 09:04:58,807889,Compra,1333210136,721,2,374,720,false,false,true
722,2024-02-28 22:37:39,2559430,Pago,6821232416,722,5,4,721,false,false,true
723,2024-02-28 14:55:49,3435501,Transferencia,2424359773,723,1,375,722,false,false,true
724,2024-02-28 18:53:59,4683070,Transferencia,3126799973,724,3,376,723,false,false,true
725,2024-02-28 07:03:20,732638,Retiro,3223246328,725,5,4,724,false,false,true
726,2024-02-28 19:51:17,121197,Depósito,4371189904,726,3,4,725,false,false,true
727,2024-02-28 22:17:21,2816689,Transferencia,7654512785,727,2,377,726,false,false,true
728,2024-02-28 13:26:44,4995527,Retiro,4201381695,728,5,378,727,false,false,true
729,2024-02-28 04:01:26,1808231,Depósito,9179577617,729,2,379,728,false,false,true
730,2024-02-28 07:24:13,645054,Depósito,9677414276,730,5,4,729,false,false,true
731,2024-02-28 03:46:43,710903,Retiro,1059675951,731,2,4,730,false,false,true
732,2024-02-28 02:30:06,1415523,Retiro,9917156817,732,2,380,731,false,false,true
733,2024-02-28 09:49:43,2126257,Transferencia,2447437235,733,2,4,732,false,false,true
734,2024-02-28 13:56:52,2053378,Compra,6088221558,734,1,4,733,false,false,true
735,2024-02-28 08:51:11,2249338,Pago,6266562565,735,1,381,734,false,false,true
736,2024-02-28 02:35:09,3825141,Transferencia,5688055351,736,3,4,735,false,false,true
737,2024-02-28 09:48:22,4674296,Depósito,5793514776,737,5,382,736,false,false,true
738,2024-02-28 13:50:40,676740,Depósito,8308100746,738,5,4,737,false,false,true
739,2024-02-28 20:33:29,4650319,Compra,2820357786,739,3,4,738,false,false,true
740,2024-02-28 09:15:20,2983455,Transferencia,1350877252,740,3,4,739,false,false,true
741,2024-02-28 01:55:14,1184844,Pago,7502732024,741,3,4,740,false,false,true
742,2024-02-28 21:54:11,3363389,Compra,2643751868,742,4,383,741,false,false,true
743,2024-02-28 15:33:32,2131432,Pago,1305600847,743,4,384,742,false,false,true
744,2024-02-28 12:05:46,678920,Retiro,4752750270,744,2,385,743,false,false,true
745,2024-02-28 11:45:06,1914718,Transferencia,7236068596,745,4,386,744,false,false,true
746,2024-02-28 09:40:52,4346998,Compra,9176029313,746,1,387,745,false,false,true
747,2024-02-28 23:28:15,1255743,Depósito,2403967601,747,5,388,746,false,false,true
748,2024-02-28 23:09:41,345623,Depósito,8933356864,748,5,389,747,false,false,true
749,2024-02-28 03:08:27,4652921,Pago,5164392922,749,4,390,748,false,false,true
750,2024-02-28 17:45:50,1660738,Retiro,9825796927,750,5,391,749,false,false,true
751,2024-02-28 12:10:12,504558,Depósito,8703667890,751,2,392,750,false,false,true
752,2024-02-28 11:44:29,4039089,Compra,8957214664,752,4,4,751,false,false,true
753,2024-02-28 15:30:40,2459737,Transferencia,7744047592,753,1,4,752,false,false,true
754,2024-02-28 21:32:51,2913529,Depósito,8934018136,754,5,4,753,false,false,true
755,2024-02-28 04:58:12,4389950,Compra,2736384811,755,4,4,754,false,false,true
756,2024-02-28 21:41:36,3920237,Compra,2527698487,756,2,393,755,false,false,true
757,2024-02-28 18:53:02,1035882,Retiro,3471325140,757,1,4,756,false,false,true
758,2024-02-28 20:06:59,1623064,Pago,9965209937,758,2,4,757,false,false,true
759,2024-02-28 10:27:36,4252046,Transferencia,4852848409,759,2,4,758,false,false,true
760,2024-02-28 19:58:29,3345243,Transferencia,9694324714,760,4,4,759,false,false,true
761,2024-02-28 23:28:06,3041928,Transferencia,3595929688,761,5,4,760,false,false,true
762,2024-02-28 17:37:24,254378,Depósito,7667071028,762,1,4,761,false,false,true
763,2024-02-28 23:57:19,2512313,Depósito,3895463414,763,3,4,762,false,false,true
764,2024-02-28 00:34:46,4271100,Transferencia,2692563727,764,5,4,763,false,false,true
765,2024-02-28 16:40:52,4967702,Transferencia,5411508565,765,3,4,764,false,false,true
766,2024-02-28 04:19:21,560228,Depósito,8093955958,766,1,4,765,false,false,true
767,2024-02-28 18:14:12,2236919,Transferencia,9035040457,767,5,394,766,false,false,true
768,2024-02-28 05:11:58,4927921,Depósito,5319948713,768,1,4,767,false,false,true
769,2024-02-28 03:52:06,717406,Transferencia,9033823928,769,3,395,768,false,false,true
770,2024-02-28 09:48:17,2167051,Retiro,3642461131,770,5,4,769,false,false,true
771,2024-02-28 01:11:00,1045261,Retiro,7370316834,771,1,396,770,false,false,true
772,2024-02-28 06:59:10,1381238,Depósito,4287436830,772,5,397,771,false,false,true
773,2024-02-28 04:42:27,4594379,Compra,5827098862,773,4,4,772,false,false,true
774,2024-02-28 03:37:06,4142241,Compra,3696429060,774,2,4,773,false,false,true
775,2024-02-28 23:47:27,1603267,Retiro,6426077687,775,2,398,774,false,false,true
776,2024-02-28 04:55:16,4114790,Depósito,2777735522,776,2,4,775,false,false,true
777,2024-02-28 08:41:32,115043,Retiro,2357964641,777,4,399,776,false,false,true
778,2024-02-28 08:18:40,1216553,Compra,4564713195,778,4,400,777,false,false,true
779,2024-02-28 17:02:32,3648227,Compra,2305197237,779,3,4,778,false,false,true
780,2024-02-28 01:49:41,4568641,Pago,9903938403,780,5,4,779,false,false,true
781,2024-02-28 23:23:03,1848760,Transferencia,7448568249,781,2,4,780,false,false,true
782,2024-02-28 08:23:51,3440764,Retiro,4219701009,782,1,4,781,false,false,true
783,2024-02-28 20:42:06,4049119,Compra,7251653777,783,5,401,782,false,false,true
784,2024-02-28 21:46:29,3563442,Compra,6603576218,784,5,402,783,false,false,true
785,2024-02-28 11:15:29,743243,Retiro,7983034919,785,5,4,784,false,false,true
786,2024-02-28 11:31:30,439667,Depósito,9237753673,786,1,4,785,false,false,true
787,2024-02-28 13:06:24,1750034,Pago,7879192277,787,2,4,786,false,false,true
788,2024-02-28 18:43:17,4590701,Transferencia,1991915149,788,1,403,787,false,false,true
789,2024-02-28 20:58:04,3968924,Compra,9519056886,789,2,4,788,false,false,true
790,2024-02-28 22:52:50,2544397,Compra,8517102182,790,3,404,789,false,false,true
791,2024-02-28 13:30:43,2740997,Retiro,1098076409,791,4,405,790,false,false,true
792,2024-02-28 16:05:13,2368007,Pago,3094420137,792,3,406,791,false,false,true
793,2024-02-28 14:25:23,503570,Transferencia,8553534822,793,5,407,792,false,false,true
794,2024-02-28 01:43:05,1620947,Compra,3524374864,794,1,408,793,false,false,true
795,2024-02-28 00:47:14,2525327,Compra,7352748407,795,5,409,794,false,false,true
796,2024-02-28 04:31:16,375644,Depósito,3266521560,796,5,4,795,false,false,true
797,2024-02-28 15:11:35,1606932,Pago,1292358948,797,5,4,796,false,false,true
798,2024-02-28 22:39:52,4642270,Retiro,1634577076,798,4,4,797,false,false,true
799,2024-02-28 13:30:15,353079,Pago,1830528927,799,2,4,798,false,false,true
800,2024-02-28 17:26:14,4539507,Compra,7766189374,800,3,4,799,false,false,true
801,2024-02-28 09:10:51,1731326,Pago,7238652383,801,4,410,800,false,false,true
802,2024-02-28 16:47:30,2329122,Transferencia,7369025315,802,2,4,801,false,false,true
803,2024-02-28 14:10:45,1626669,Depósito,7324374637,803,3,411,802,false,false,true
804,2024-02-28 22:01:32,1307138,Depósito,8203767888,804,3,412,803,false,false,true
805,2024-02-28 04:10:05,2396880,Depósito,7423952144,805,1,4,804,false,false,true
806,2024-02-28 00:55:05,3417041,Depósito,2649044564,806,2,4,805,false,false,true
807,2024-02-28 18:05:17,3306762,Depósito,2301607019,807,3,4,806,false,false,true
808,2024-02-28 15:11:58,1992900,Compra,3152292679,808,2,413,807,false,false,true
809,2024-02-28 15:29:01,1535658,Depósito,4613118143,809,4,4,808,false,false,true
810,2024-02-28 16:58:29,3524280,Pago,8555124433,810,2,414,809,false,false,true
811,2024-02-28 23:11:57,3500685,Retiro,2947426440,811,3,415,810,false,false,true
812,2024-02-28 01:25:38,3813083,Pago,3740741701,812,4,4,811,false,false,true
813,2024-02-28 06:39:30,902716,Transferencia,1613083297,813,4,416,812,false,false,true
814,2024-02-28 03:19:38,1180247,Pago,2285264437,814,4,4,813,false,false,true
815,2024-02-28 12:46:44,657431,Compra,3322630976,815,1,417,814,false,false,true
816,2024-02-28 07:22:15,4466590,Compra,2783265634,816,4,418,815,false,false,true
817,2024-02-28 20:43:50,1612838,Depósito,8807593356,817,2,419,816,false,false,true
818,2024-02-28 15:45:37,1343115,Depósito,3105387680,818,5,4,817,false,false,true
819,2024-02-28 16:19:27,869336,Retiro,9144967616,819,4,420,818,false,false,true
820,2024-02-28 17:57:17,1887919,Compra,8157468958,820,2,421,819,false,false,true
821,2024-02-28 15:58:15,2998344,Compra,7868115956,821,4,422,820,false,false,true
822,2024-02-28 13:23:24,540927,Retiro,6326210412,822,1,423,821,false,false,true
823,2024-02-28 01:30:27,3428114,Transferencia,6881837963,823,1,4,822,false,false,true
824,2024-02-28 14:07:13,4874690,Pago,8428606608,824,1,424,823,false,false,true
825,2024-02-28 15:23:42,351617,Retiro,1158447535,825,5,4,824,false,false,true
826,2024-02-28 21:58:52,96709,Retiro,4564446082,826,1,4,825,false,false,true
827,2024-02-28 18:46:41,2535183,Retiro,5753564782,827,5,425,826,false,false,true
828,2024-02-28 13:14:47,1202300,Transferencia,2494161826,828,1,4,827,false,false,true
829,2024-02-28 13:20:19,2166205,Pago,6436153423,829,4,4,828,false,false,true
830,2024-02-28 18:45:17,992016,Depósito,9121222254,830,5,4,829,false,false,true
831,2024-02-28 01:02:26,4987491,Transferencia,6872810326,831,2,426,830,false,false,true
832,2024-02-28 09:16:32,4333298,Compra,3836860229,832,2,427,831,false,false,true
833,2024-02-28 03:41:16,4520492,Pago,3608004652,833,2,4,832,false,false,true
834,2024-02-28 10:03:17,3510480,Compra,6870872154,834,4,428,833,false,false,true
835,2024-02-28 16:15:26,963815,Pago,8826016137,835,5,4,834,false,false,true
836,2024-02-28 21:33:36,593479,Compra,4640568049,836,4,4,835,false,false,true
837,2024-02-28 05:41:21,3261483,Retiro,3300909076,837,4,4,836,false,false,true
838,2024-02-28 11:50:26,4688298,Compra,9030525202,838,1,429,837,false,false,true
839,2024-02-28 17:37:43,415438,Compra,8525544936,839,3,430,838,false,false,true
840,2024-02-28 18:15:09,601097,Retiro,9606787120,840,1,4,839,false,false,true
841,2024-02-28 16:00:06,358620,Compra,2632741384,841,4,431,840,false,false,true
842,2024-02-28 08:37:19,2239855,Retiro,3223884217,842,4,432,841,false,false,true
843,2024-02-28 08:12:50,1591965,Retiro,8034359376,843,3,4,842,false,false,true
844,2024-02-28 15:47:13,4841834,Retiro,5540198999,844,3,4,843,false,false,true
845,2024-02-28 14:06:25,4577336,Retiro,7001464750,845,3,4,159,false,false,true
846,2024-02-28 23:25:25,2863422,Retiro,3969126364,846,1,4,844,false,false,true
847,2024-02-28 02:31:47,4625873,Transferencia,1157417902,847,4,4,845,false,false,true
848,2024-02-28 16:12:34,4183305,Transferencia,6218886650,848,4,4,846,false,false,true
849,2024-02-28 19:17:41,1924758,Compra,1692604938,849,1,4,847,false,false,true
850,2024-02-28 10:52:42,3360501,Depósito,5065828913,850,1,4,848,false,false,true
851,2024-02-28 16:16:30,4197918,Depósito,1087125482,851,3,433,849,false,false,true
852,2024-02-28 17:32:24,4998287,Retiro,9208214486,852,1,4,850,false,false,true
853,2024-02-28 23:11:14,4537097,Depósito,3946242893,853,4,434,851,false,false,true
854,2024-02-28 23:39:00,3265807,Compra,6540073772,854,3,435,852,false,false,true
855,2024-02-28 01:03:09,4823604,Retiro,6100108787,855,3,436,853,false,false,true
856,2024-02-28 11:14:19,4252553,Retiro,1178182489,856,2,437,854,false,false,true
857,2024-02-28 17:49:52,4859622,Retiro,7937930535,857,3,4,855,false,false,true
858,2024-02-28 03:06:55,4575189,Depósito,1073991638,858,3,438,856,false,false,true
859,2024-02-28 12:25:26,2043292,Transferencia,8792669949,859,4,4,857,false,false,true
860,2024-02-28 21:00:44,1720442,Retiro,8115205653,860,5,439,858,false,false,true
861,2024-02-28 17:50:49,3544306,Pago,6255885240,861,5,4,859,false,false,true
862,2024-02-28 03:26:54,3809765,Compra,3901779569,862,5,4,860,false,false,true
863,2024-02-28 09:57:20,3943449,Pago,5946029635,863,1,4,861,false,false,true
864,2024-02-28 20:57:14,859139,Depósito,5240506866,864,2,440,862,false,false,true
865,2024-02-28 01:44:09,3619643,Depósito,9729729901,865,3,4,863,false,false,true
866,2024-02-28 04:02:04,3740861,Depósito,4588471798,866,2,441,864,false,false,true
867,2024-02-28 16:41:16,3813212,Depósito,5305498374,867,3,442,865,false,false,true
868,2024-02-28 19:17:47,4429948,Pago,1776075682,868,2,4,866,false,false,true
869,2024-02-28 07:48:49,1927584,Retiro,5627126455,869,4,4,867,false,false,true
870,2024-02-28 23:25:08,209325,Compra,3020680639,870,3,4,868,false,false,true
871,2024-02-28 00:41:37,938591,Retiro,1255296233,871,4,443,869,false,false,true
872,2024-02-28 10:03:55,3409439,Retiro,8490207527,872,3,444,870,false,false,true
873,2024-02-28 14:11:22,3364075,Transferencia,6908517615,873,4,445,871,false,false,true
874,2024-02-28 01:18:08,425867,Pago,6689654413,874,3,446,872,false,false,true
875,2024-02-28 12:13:56,4078305,Retiro,6216740455,875,4,4,873,false,false,true
876,2024-02-28 15:42:19,2234864,Transferencia,5783847330,876,4,447,874,false,false,true
877,2024-02-28 14:39:10,1254664,Depósito,4938732292,877,4,448,875,false,false,true
878,2024-02-28 00:34:24,4297486,Transferencia,7090101940,878,2,449,876,false,false,true
879,2024-02-28 03:14:40,2906888,Compra,4478448482,879,3,4,877,false,false,true
880,2024-02-28 20:36:21,800658,Transferencia,8389821605,880,4,450,878,false,false,true
881,2024-02-28 05:58:10,1883205,Depósito,4158922597,881,3,4,879,false,false,true
882,2024-02-28 21:50:27,183252,Retiro,2988246789,882,3,451,880,false,false,true
883,2024-02-28 12:05:16,2594692,Retiro,2364123653,883,4,4,881,false,false,true
884,2024-02-28 03:17:13,4927795,Retiro,1263766226,884,3,4,882,false,false,true
885,2024-02-28 18:19:11,1106410,Pago,7050461936,885,2,452,883,false,false,true
886,2024-02-28 23:09:28,4459903,Transferencia,4948655876,886,1,453,884,false,false,true
887,2024-02-28 10:29:10,2728151,Retiro,4799416773,887,4,4,885,false,false,true
888,2024-02-28 20:59:52,3274396,Transferencia,9911534283,888,5,454,886,false,false,true
889,2024-02-28 20:08:45,2685035,Pago,4544509837,889,2,4,887,false,false,true
890,2024-02-28 20:14:03,1459245,Compra,3601885553,890,3,455,888,false,false,true
891,2024-02-28 06:29:20,4317065,Depósito,5219605464,891,5,4,889,false,false,true
892,2024-02-28 10:56:38,2163455,Transferencia,6993982918,892,3,4,890,false,false,true
893,2024-02-28 18:09:05,4502276,Pago,9116856163,893,3,456,891,false,false,true
894,2024-02-28 08:59:16,3394985,Retiro,5084030340,894,3,4,892,false,false,true
895,2024-02-28 07:45:17,3091741,Compra,4796781768,895,3,4,893,false,false,true
896,2024-02-28 06:17:55,1359629,Retiro,4164568984,896,5,4,894,false,false,true
897,2024-02-28 15:44:33,4703390,Depósito,9809596057,897,3,457,895,false,false,true
898,2024-02-28 06:58:54,1459018,Depósito,3968796804,898,4,458,272,false,false,true
899,2024-02-28 13:21:09,4060723,Retiro,1532688271,899,5,459,896,false,false,true
900,2024-02-28 13:23:31,2196311,Pago,8243425313,900,4,4,897,false,false,true
901,2024-02-28 23:28:32,3942617,Transferencia,1214974969,901,5,4,898,false,false,true
902,2024-02-28 18:41:00,4051546,Retiro,8049213650,902,1,4,899,false,false,true
903,2024-02-28 19:36:22,4002069,Transferencia,7398317546,903,2,4,900,false,false,true
904,2024-02-28 14:39:26,4699868,Retiro,9959670141,904,2,4,901,false,false,true
905,2024-02-28 15:26:31,4183153,Retiro,7282604925,905,2,4,902,false,false,true
906,2024-02-28 23:40:05,3290177,Retiro,9021295917,906,2,4,903,false,false,true
907,2024-02-28 10:42:59,2211195,Depósito,6450054191,907,1,4,904,false,false,true
908,2024-02-28 10:19:09,2764365,Compra,6273985755,908,5,4,905,false,false,true
909,2024-02-28 23:16:02,1018115,Retiro,3925021263,909,3,460,906,false,false,true
910,2024-02-28 02:12:06,3427300,Depósito,7691530217,910,5,4,907,false,false,true
911,2024-02-28 00:15:30,2049147,Depósito,5396358671,911,5,4,908,false,false,true
912,2024-02-28 17:41:08,4996069,Retiro,6302462520,912,5,461,909,false,false,true
913,2024-02-28 13:28:08,3260338,Retiro,9655272639,913,5,4,910,false,false,true
914,2024-02-28 05:32:44,2205115,Depósito,9587670587,914,3,4,911,false,false,true
915,2024-02-28 05:41:18,1713745,Compra,3274196837,915,2,4,336,false,false,true
916,2024-02-28 06:58:46,4442996,Pago,6595613023,916,3,4,912,false,false,true
917,2024-02-28 03:23:10,3103894,Depósito,9167235946,917,5,462,913,false,false,true
918,2024-02-28 19:55:45,3277627,Transferencia,5026796343,918,4,4,914,false,false,true
919,2024-02-28 03:18:07,1889882,Retiro,9663146572,919,5,4,915,false,false,true
920,2024-02-28 09:29:53,1949516,Depósito,9845543777,920,4,4,916,false,false,true
921,2024-02-28 10:54:49,1559154,Transferencia,7883773378,921,1,463,917,false,false,true
922,2024-02-28 14:50:49,3731280,Compra,2609572774,922,3,464,918,false,false,true
923,2024-02-28 00:07:42,1151748,Compra,2465604439,923,3,4,919,false,false,true
924,2024-02-28 06:15:40,2192563,Pago,1793832801,924,5,4,920,false,false,true
925,2024-02-28 18:44:51,2668771,Compra,7457406313,925,1,4,921,false,false,true
926,2024-02-28 00:45:39,3504094,Depósito,2296060179,926,4,465,922,false,false,true
927,2024-02-28 10:18:05,3887249,Transferencia,9073852994,927,1,466,923,false,false,true
928,2024-02-28 21:40:44,2123913,Retiro,1080274594,928,4,4,924,false,false,true
929,2024-02-28 05:16:24,2631280,Retiro,5365235049,929,2,467,925,false,false,true
930,2024-02-28 21:19:23,3671735,Pago,3779636569,930,5,468,926,false,false,true
931,2024-02-28 07:50:12,2552101,Pago,3869542489,931,1,469,927,false,false,true
932,2024-02-28 16:46:01,1237875,Compra,6177747378,932,2,4,928,false,false,true
933,2024-02-28 02:47:30,1803286,Depósito,4464625412,933,4,4,929,false,false,true
934,2024-02-28 21:43:57,1201279,Transferencia,4152604711,934,2,4,930,false,false,true
935,2024-02-28 01:39:51,4444168,Compra,1848729960,935,3,4,931,false,false,true
936,2024-02-28 15:49:42,3168843,Pago,9488174233,936,3,4,932,false,false,true
937,2024-02-28 00:34:04,1764272,Transferencia,6266199761,937,5,4,933,false,false,true
938,2024-02-28 01:56:31,4486666,Retiro,7007652509,938,4,470,934,false,false,true
939,2024-02-28 07:00:58,1168454,Transferencia,8667633768,939,5,471,935,false,false,true
940,2024-02-28 23:04:20,1297064,Pago,4757910854,940,4,4,936,false,false,true
941,2024-02-28 21:04:41,4295811,Depósito,8063614130,941,1,472,937,false,false,true
942,2024-02-28 14:34:45,1151577,Retiro,6979563842,942,1,4,938,false,false,true
943,2024-02-28 13:50:06,136542,Compra,5623499405,943,4,4,939,false,false,true
944,2024-02-28 11:13:06,3565074,Retiro,7965641413,944,3,473,940,false,false,true
945,2024-02-28 19:14:16,804377,Compra,9892083342,945,3,4,941,false,false,true
946,2024-02-28 12:39:58,953396,Transferencia,8035985345,946,5,4,942,false,false,true
947,2024-02-28 17:46:34,4137227,Pago,2817374363,947,1,474,943,false,false,true
948,2024-02-28 01:05:08,3195424,Compra,6017595240,948,5,4,944,false,false,true
949,2024-02-28 16:10:06,4515162,Retiro,7161154391,949,3,4,945,false,false,true
950,2024-02-28 16:21:48,4595784,Compra,6741416949,950,4,4,946,false,false,true
951,2024-02-28 22:01:49,2267920,Depósito,1600028119,951,4,475,947,false,false,true
952,2024-02-28 09:23:30,867466,Transferencia,6718729942,952,5,476,948,false,false,true
953,2024-02-28 08:45:26,1801318,Retiro,7906850912,953,1,4,949,false,false,true
954,2024-02-28 15:11:53,1907177,Transferencia,6586351860,954,2,477,950,false,false,true
955,2024-02-28 15:34:38,1960743,Compra,3427278640,955,4,4,951,false,false,true
956,2024-02-28 00:27:17,4415588,Retiro,8655821105,956,5,478,952,false,false,true
957,2024-02-28 22:12:45,4075792,Depósito,6330070000,957,4,479,953,false,false,true
958,2024-02-28 07:02:00,3581009,Compra,7797860530,958,5,4,954,false,false,true
959,2024-02-28 23:24:09,4756033,Retiro,7171418558,959,3,480,955,false,false,true
960,2024-02-28 02:17:18,3920903,Pago,4797451399,960,3,4,956,false,false,true
961,2024-02-28 23:38:30,690706,Retiro,5373253845,961,1,481,957,false,false,true
962,2024-02-28 22:14:35,270572,Pago,4327778489,962,1,482,958,false,false,true
963,2024-02-28 01:29:36,4558648,Depósito,5985520982,963,1,483,959,false,false,true
964,2024-02-28 21:28:02,3299895,Depósito,8206826303,964,2,484,960,false,false,true
965,2024-02-28 11:05:03,396540,Pago,1670905767,965,2,4,961,false,false,true
966,2024-02-28 16:47:17,4498128,Retiro,7668963241,966,3,485,962,false,false,true
967,2024-02-28 04:25:43,4831618,Retiro,9158527498,967,3,4,963,false,false,true
968,2024-02-28 18:39:12,4182369,Retiro,7226754741,968,3,4,964,false,false,true
969,2024-02-28 16:37:13,1846277,Retiro,8219692792,969,4,486,965,false,false,true
970,2024-02-28 17:16:02,3909034,Pago,9799418799,970,1,487,966,false,false,true
971,2024-02-28 10:19:45,22806,Pago,8126122306,971,3,4,967,false,false,true
972,2024-02-28 05:12:49,2701686,Depósito,4299103310,972,1,4,968,false,false,true
973,2024-02-28 02:05:52,4655278,Transferencia,2279568735,973,2,4,969,false,false,true
974,2024-02-28 22:14:47,4342063,Compra,1206863796,974,1,488,970,false,false,true
975,2024-02-28 21:57:19,2560828,Transferencia,6200261609,975,4,489,971,false,false,true
976,2024-02-28 19:41:51,1517956,Depósito,6669059175,976,3,4,972,false,false,true
