tipo_identificacion,numero_identificacion,nombres,fecha_nacimiento,direccion_cliente,telefono_cliente,correo_cliente,ciudad,id_cliente
CC,757489570,Cliente432 Pérez,2003-03-11 00:00:00,"Diagonal 118 #34-29",3847198001,cliente432.447@gmail.com,Cartagena,433
TI,180679602,Cliente433 Torres,1960-06-22 00:00:00,"Carrera 61 #91-25",3698546084,"",Barranquilla,434
PAS,250228593,Cliente434 Ramírez,2001-08-03 00:00:00,"Avenida 47 #83-48",3274853522,"",Pereira,435
PAS,609966624,Cliente435 Ramírez,1975-07-21 00:00:00,"Carrera 68 #99-3",3979197640,cliente435.564@outlook.com,Pereira,436
CE,549222667,Cliente436 Méndez,1971-02-02 00:00:00,"Avenida 91 #37-33",3395057839,cliente436.903@gmail.com,Barranquilla,437
PAS,587936287,Cliente437 Ramírez,1983-04-18 00:00:00,"Diagonal 32 #2-24",3624483578,cliente437.56@gmail.com,Cali,438
PAS,118301538,Cliente438 Méndez,1984-02-11 00:00:00,"Diagonal 34 #1-12",3309281383,"",Bucaramanga,439
PAS,518200367,Cliente439 Pérez,1962-05-21 00:00:00,"Carrera 13 #73-46",3697541399,cliente439.392@yahoo.com,Bogotá,440
CE,896500485,Cliente440 Gómez,1988-11-08 00:00:00,"Diagonal 52 #88-5",3486148042,"",Pereira,441
CE,537511322,Cliente441 Torres,1800-01-01 00:00:00,"Avenida 88 #69-12",3272807652,cliente441.780@outlook.com,Cali,442
TI,284773211,Cliente442 Méndez,1986-11-26 00:00:00,"Avenida 103 #59-48",3690933968,"",Pereira,443
PAS,768965686,Cliente443 Gómez,1987-08-12 00:00:00,"Carrera 87 #10-10",3169622911,"",Barranquilla,444
TI,596088039,Cliente444 Ramírez,1965-08-26 00:00:00,"Carrera 144 #40-1",3268560355,cliente444.343@mail.com,Bogotá,445
PAS,801187863,Cliente445 Méndez,1959-09-09 00:00:00,"Diagonal 142 #81-1",3519200963,"",Barranquilla,446
CC,858568489,Cliente446 Gómez,1960-02-10 00:00:00,"Avenida 38 #15-14",3444997383,"",Barranquilla,447
CE,716122561,Cliente447 Méndez,1950-07-05 00:00:00,"Avenida 100 #89-26",3989439042,"",Bucaramanga,448
TI,565884120,Cliente448 Méndez,1963-01-27 00:00:00,"Calle 16 #46-4",3783521257,cliente448.195@mail.com,Bogotá,449
CC,214777672,Cliente449 Pérez,1974-10-04 00:00:00,"Calle 9 #80-49",3746965033,cliente449.360@gmail.com,Medellín,450
TI,595127498,Cliente450 Torres,1979-03-07 00:00:00,"Avenida 98 #3-42",3493488149,cliente450.694@outlook.com,Cali,451
CC,803387907,Cliente451 Pérez,1962-02-07 00:00:00,"Avenida 57 #69-16",3975702095,cliente451.62@outlook.com,Cali,452
CE,724548938,Cliente452 Gómez,1984-03-25 00:00:00,"Carrera 107 #87-41",3930341766,cliente452.946@gmail.com,Bucaramanga,453
CE,753391180,Cliente453 Méndez,1954-04-21 00:00:00,"Calle 9 #53-3",3910938223,"",Bogotá,454
TI,920329753,Cliente454 Ramírez,1958-02-16 00:00:00,"Diagonal 43 #25-8",3651604401,"",Barranquilla,455
PAS,362568351,Cliente455 Ramírez,1981-09-05 00:00:00,"Avenida 114 #71-43",3267171395,"",Medellín,456
PAS,435189997,Cliente456 Torres,1964-12-24 00:00:00,"Avenida 135 #87-3",3519250450,"",Bogotá,457
PAS,820048599,Cliente457 Gómez,1958-07-21 00:00:00,"Carrera 9 #53-3",3691930761,"",Pereira,458
PAS,124583206,Cliente458 Pérez,2001-05-13 00:00:00,"Carrera 10 #54-20",3103523190,cliente458.409@gmail.com,Bogotá,459
CE,415853197,Cliente459 Gómez,1960-03-23 00:00:00,"Diagonal 113 #100-23",3847980671,cliente459.862@outlook.com,Pereira,460
CE,429590901,Cliente460 Méndez,1979-10-16 00:00:00,"Avenida 7 #7-33",3744435548,cliente460.101@yahoo.com,Bucaramanga,461
CE,351903669,Cliente461 Gómez,1978-02-05 00:00:00,"Avenida 23 #33-3",3760539260,"",Pereira,462
CE,114998383,Cliente462 Pérez,2003-04-26 00:00:00,"Diagonal 145 #44-48",3820369639,cliente462.417@outlook.com,Medellín,463
CC,526719972,Cliente463 Torres,1962-03-09 00:00:00,"Calle 118 #46-49",3716808601,cliente463.590@gmail.com,Cali,464
CC,460593257,Cliente464 Torres,1988-05-26 00:00:00,"Diagonal 140 #5-39",3980575387,cliente464.446@outlook.com,Pereira,465
CE,969163663,Cliente465 Ramírez,1953-01-06 00:00:00,"Carrera 17 #93-48",3443728608,cliente465.574@yahoo.com,Cartagena,466
CE,480337070,Cliente466 Torres,1979-12-06 00:00:00,"Diagonal 37 #30-44",3325622900,cliente466.492@outlook.com,Bucaramanga,467
TI,415340882,Cliente467 Torres,1963-11-13 00:00:00,"Carrera 140 #90-22",3743621371,"",Pereira,468
TI,892619546,Cliente468 Pérez,1955-03-09 00:00:00,"Calle 140 #20-48",3161170402,"",Medellín,469
TI,652478551,Cliente469 Ramírez,1952-11-13 00:00:00,"Carrera 89 #40-6",3444070999,"",Barranquilla,470
CE,398285037,Cliente470 Ramírez,2004-05-24 00:00:00,"Avenida 65 #90-3",3816222044,"",Bogotá,471
CC,163553584,Cliente471 Méndez,1966-12-25 00:00:00,"Diagonal 150 #50-47",3680637304,"",Medellín,472
PAS,301476223,Cliente472 Ramírez,1965-09-08 00:00:00,"Calle 87 #3-32",3326147719,"",Barranquilla,473
CC,817894167,Cliente473 Méndez,1977-11-27 00:00:00,"Calle 61 #33-50",3983556376,cliente473.774@mail.com,Medellín,474
TI,298419064,Cliente474 Torres,1977-02-07 00:00:00,"Calle 99 #79-18",3837677710,cliente474.206@outlook.com,Cartagena,475
TI,315297318,Cliente475 Méndez,1955-10-02 00:00:00,"Carrera 27 #53-40",3805828290,cliente475.480@gmail.com,Bogotá,476
TI,168239652,Cliente476 Gómez,1995-12-23 00:00:00,"Avenida 135 #69-37",3363065797,cliente476.989@gmail.com,Bogotá,477
CC,788712329,Cliente477 Ramírez,1991-02-26 00:00:00,"Carrera 20 #87-27",3102841423,"",Bogotá,478
CC,330459344,Cliente478 Méndez,1958-01-07 00:00:00,"Calle 101 #51-38",3954747057,"",Pereira,479
TI,999798764,Cliente479 Pérez,1960-10-24 00:00:00,"Diagonal 60 #23-21",3535978955,cliente479.423@outlook.com,Bogotá,480
PAS,827747753,Cliente480 Méndez,1958-07-07 00:00:00,"Avenida 68 #100-38",3165437988,cliente480.597@gmail.com,Barranquilla,481
CC,889040813,Cliente481 Méndez,1974-11-05 00:00:00,"Avenida 84 #55-45",3484635421,"",Bogotá,482
PAS,565073021,Cliente482 Ramírez,1952-03-24 00:00:00,"Calle 4 #5-19",3479543485,"",Cartagena,483
CC,251381627,Cliente483 Pérez,1992-08-26 00:00:00,"Diagonal 142 #28-36",3875229843,"",Pereira,484
PAS,774368451,Cliente484 Torres,1800-01-01 00:00:00,"Calle 25 #82-36",3120129604,cliente484.292@yahoo.com,Cartagena,485
CC,138956359,Cliente485 Méndez,1978-11-01 00:00:00,"Avenida 5 #48-47",3220511750,cliente485.134@mail.com,Cali,486
PAS,123782546,Cliente486 Ramírez,1988-08-24 00:00:00,"Calle 61 #75-5",3672450533,"",Cartagena,487
PAS,210162903,Cliente487 Torres,1964-10-17 00:00:00,"Carrera 77 #63-15",3734215653,"",Cartagena,488
CE,139861267,Cliente488 Torres,1977-01-02 00:00:00,"Avenida 61 #31-15",3288072447,"",Cartagena,489
TI,307839997,Cliente489 Ramírez,1957-09-13 00:00:00,"Avenida 87 #32-1",3955651337,cliente489.974@outlook.com,Barranquilla,490
CC,227744983,Cliente490 Ramírez,1959-03-07 00:00:00,"Carrera 15 #60-4",3957485188,"",Bucaramanga,491
TI,685246216,Cliente491 Méndez,1979-12-10 00:00:00,"Calle 138 #78-43",3649121173,cliente491.694@mail.com,Bogotá,492
CE,671781971,Cliente492 Pérez,1964-07-26 00:00:00,"Calle 136 #58-6",3336803356,cliente492.760@outlook.com,Cali,493
CE,795496398,Cliente493 Ramírez,1984-08-07 00:00:00,"Calle 145 #15-44",3165002585,"",Cartagena,494
PAS,755445685,Cliente494 Gómez,1969-05-17 00:00:00,"Carrera 71 #26-31",3891143019,"",Medellín,495
CC,830904886,Cliente495 Pérez,1996-09-16 00:00:00,"Avenida 45 #92-4",3651932842,cliente495.683@gmail.com,Bogotá,496
PAS,871725732,Cliente496 Gómez,1961-12-28 00:00:00,"Avenida 136 #30-8",3572420450,"",Cartagena,497
CC,111826387,Cliente497 Ramírez,1983-03-04 00:00:00,"Diagonal 40 #58-12",3508653326,cliente497.694@outlook.com,Bucaramanga,498
CE,276211123,Cliente498 Méndez,1987-12-09 00:00:00,"Carrera 133 #1-17",3968039267,cliente498.67@mail.com,Cali,499
TI,901252330,Cliente499 Gómez,1997-11-11 00:00:00,"Avenida 139 #86-49",3659665078,"",Cartagena,500
TI,753477821,Cliente500 Gómez,1973-12-22 00:00:00,"Carrera 75 #64-50",3306857945,"",Cartagena,501
TI,741359880,Cliente501 Gómez,1982-05-02 00:00:00,"Carrera 27 #60-17",3725483345,cliente501.946@mail.com,Bogotá,502
CC,433867271,Cliente502 Torres,2000-06-12 00:00:00,"Avenida 130 #75-46",3707655986,cliente502.199@mail.com,Barranquilla,503
PAS,542303435,Cliente503 Torres,1962-03-24 00:00:00,"Diagonal 60 #20-44",3373137019,cliente503.861@yahoo.com,Bucaramanga,504
TI,224759174,Cliente504 Ramírez,2003-10-03 00:00:00,"Avenida 45 #49-9",3569442925,"",Pereira,505
TI,374999549,Cliente505 Gómez,1986-06-14 00:00:00,"Diagonal 45 #66-24",3272880822,"",Bucaramanga,506
CE,797866685,Cliente506 Torres,1975-11-16 00:00:00,"Calle 60 #35-38",3631912586,"",Medellín,507
CC,484411676,Cliente507 Méndez,1997-03-21 00:00:00,"Diagonal 81 #23-41",3960049796,cliente507.31@yahoo.com,Bogotá,508
TI,816157914,Cliente508 Torres,1968-09-09 00:00:00,"Calle 95 #35-41",3412062447,cliente508.221@gmail.com,Medellín,509
CC,336151073,Cliente509 Ramírez,1987-01-28 00:00:00,"Diagonal 104 #1-47",3257078621,"",Bogotá,510
CC,758530364,Cliente510 Méndez,1954-12-20 00:00:00,"Avenida 11 #69-26",3651640496,"",Cali,511
CE,957403867,Cliente511 Méndez,1994-01-04 00:00:00,"Calle 18 #75-50",3575743323,"",Barranquilla,512
CC,856878018,Cliente512 Gómez,1983-10-10 00:00:00,"Diagonal 59 #63-46",3861492170,"",Cali,513
PAS,835781355,Cliente513 Pérez,1969-08-03 00:00:00,"Calle 21 #11-32",3977658199,cliente513.676@yahoo.com,Medellín,514
CC,290976424,Cliente514 Torres,1981-01-11 00:00:00,"Diagonal 97 #13-28",3714371947,"",Bucaramanga,515
TI,871864869,Cliente515 Gómez,1959-10-11 00:00:00,"Carrera 122 #65-10",3809817861,cliente515.921@gmail.com,Cartagena,516
TI,766305047,Cliente516 Pérez,1800-01-01 00:00:00,"Calle 149 #17-25",3418498730,cliente516.49@outlook.com,Cali,517
PAS,630776443,Cliente517 Méndez,1954-10-06 00:00:00,"Avenida 131 #86-13",3711701076,cliente517.673@gmail.com,Pereira,518
CC,243101552,Cliente518 Gómez,1995-04-12 00:00:00,"Diagonal 22 #14-48",3739732038,"",Cali,519
TI,578805716,Cliente519 Gómez,1984-04-20 00:00:00,"Carrera 3 #10-28",3459342266,cliente519.623@mail.com,Medellín,520
CE,687741522,Cliente520 Torres,1952-10-22 00:00:00,"Calle 72 #40-45",3895811465,cliente520.576@mail.com,Bogotá,521
TI,312535753,Cliente521 Gómez,1985-12-14 00:00:00,"Diagonal 16 #91-47",3754862069,"",Barranquilla,522
PAS,853431028,Cliente522 Ramírez,2004-05-21 00:00:00,"Diagonal 68 #76-43",3593823565,cliente522.310@gmail.com,Bogotá,523
CE,450149821,Cliente523 Méndez,1996-12-12 00:00:00,"Carrera 130 #33-25",3744215176,"",Barranquilla,524
CE,477637843,Cliente524 Ramírez,1800-01-01 00:00:00,"Diagonal 133 #89-3",3780592203,cliente524.716@outlook.com,Bucaramanga,525
CE,758715192,Cliente525 Ramírez,1800-01-01 00:00:00,"Avenida 86 #57-2",3751702058,"",Barranquilla,526
CE,623595427,Cliente526 Méndez,1979-06-21 00:00:00,"Carrera 39 #29-42",3936538940,cliente526.834@yahoo.com,Cartagena,527
CC,325491415,Cliente527 Gómez,1954-07-11 00:00:00,"Calle 6 #52-40",3967073975,"",Bogotá,528
CE,268115562,Cliente528 Pérez,1991-11-24 00:00:00,"Carrera 142 #9-31",3475288464,cliente528.654@mail.com,Cali,529
CE,547194301,Cliente529 Ramírez,1997-07-09 00:00:00,"Diagonal 36 #13-21",3539300247,"",Bogotá,530
CC,583128156,Cliente530 Gómez,1956-12-01 00:00:00,"Diagonal 78 #51-35",3922373015,cliente530.294@mail.com,Bucaramanga,531
PAS,875468208,Cliente531 Ramírez,1951-07-09 00:00:00,"Calle 83 #84-13",3195000401,cliente531.978@mail.com,Cali,532
CE,467533065,Cliente532 Torres,1997-05-14 00:00:00,"Diagonal 13 #24-42",3873656858,"",Cali,533
CC,193250046,Cliente533 Pérez,1964-04-23 00:00:00,"Diagonal 34 #96-19",3650848247,"",Medellín,534
TI,444162004,Cliente534 Méndez,2000-02-06 00:00:00,"Calle 57 #45-28",3745554218,cliente534.560@gmail.com,Pereira,535
TI,781348147,Cliente535 Ramírez,1993-02-17 00:00:00,"Diagonal 120 #83-26",3247438099,"",Cartagena,536
PAS,925696233,Cliente536 Ramírez,1800-01-01 00:00:00,"Avenida 4 #75-25",3293528255,cliente536.786@gmail.com,Cartagena,537
CC,481961245,Cliente537 Ramírez,1984-08-25 00:00:00,"Avenida 65 #43-11",3670161622,"",Bucaramanga,538
CC,694538358,Cliente538 Méndez,1982-11-13 00:00:00,"Calle 28 #60-1",3900616202,cliente538.289@gmail.com,Cartagena,539
CE,336322363,Cliente539 Gómez,2005-03-26 00:00:00,"Diagonal 149 #76-23",3983625367,"",Cartagena,540
TI,682950452,Cliente540 Gómez,1983-03-05 00:00:00,"Avenida 147 #93-41",3842738810,"",Bucaramanga,541
PAS,334021106,Cliente541 Pérez,2004-03-11 00:00:00,"Avenida 48 #73-46",3149290705,cliente541.23@yahoo.com,Cartagena,542
TI,935432787,Cliente542 Méndez,1970-12-13 00:00:00,"Avenida 136 #83-29",3116170466,"",Pereira,543
PAS,562797420,Cliente543 Gómez,1985-04-01 00:00:00,"Calle 138 #28-40",3266335958,cliente543.173@mail.com,Cartagena,544
CC,831596930,Cliente544 Torres,2000-02-02 00:00:00,"Diagonal 148 #61-29",3115795780,cliente544.381@outlook.com,Bogotá,545
CC,201583806,Cliente545 Torres,1800-01-01 00:00:00,"Calle 147 #22-39",3348338392,"",Medellín,546
PAS,693180019,Cliente546 Torres,1963-07-01 00:00:00,"Avenida 60 #27-14",3951013505,cliente546.340@outlook.com,Cali,547
PAS,146536827,Cliente547 Gómez,1800-01-01 00:00:00,"Carrera 15 #21-48",3146747386,cliente547.768@gmail.com,Bogotá,548
CE,564590364,Cliente548 Torres,1979-01-21 00:00:00,"Diagonal 30 #54-31",3189320207,"",Pereira,549
CE,357926526,Cliente549 Gómez,1971-05-24 00:00:00,"Avenida 97 #54-31",3627917127,cliente549.722@gmail.com,Cali,550
CC,998670030,Cliente550 Pérez,1971-12-23 00:00:00,"Carrera 77 #71-10",3500711407,cliente550.47@yahoo.com,Barranquilla,551
CC,143747558,Cliente551 Torres,1954-12-10 00:00:00,"Diagonal 132 #62-30",3306433236,cliente551.442@mail.com,Cali,552
TI,315497213,Cliente552 Torres,1985-07-15 00:00:00,"Avenida 95 #44-14",3148331068,cliente552.365@outlook.com,Bogotá,553
CE,803950206,Cliente553 Méndez,2002-10-08 00:00:00,"Avenida 52 #46-19",3415947814,cliente553.377@mail.com,Cali,554
PAS,175585797,Cliente554 Gómez,1800-01-01 00:00:00,"Carrera 138 #82-1",3173543241,cliente554.892@mail.com,Medellín,555
CE,113196208,Cliente555 Méndez,1965-02-04 00:00:00,"Avenida 30 #89-38",3986460413,"",Bogotá,556
CE,900530657,Cliente556 Ramírez,1966-02-16 00:00:00,"Calle 20 #13-46",3671281468,cliente556.479@outlook.com,Cartagena,557
TI,893620789,Cliente557 Pérez,1961-07-27 00:00:00,"Avenida 107 #69-15",3998338636,"",Pereira,558
PAS,346039344,Cliente558 Ramírez,1979-07-20 00:00:00,"Calle 136 #31-15",3359602795,cliente558.128@yahoo.com,Cartagena,559
TI,991968307,Cliente559 Ramírez,2005-07-05 00:00:00,"Diagonal 7 #68-43",3199022164,cliente559.91@gmail.com,Pereira,560
TI,762662405,Cliente560 Gómez,2005-01-07 00:00:00,"Calle 45 #54-29",3561820665,"",Bogotá,561
CE,134745517,Cliente561 Ramírez,1980-05-18 00:00:00,"Avenida 131 #37-49",3417819310,cliente561.132@gmail.com,Bucaramanga,562
TI,411532236,Cliente562 Pérez,1992-04-20 00:00:00,"Carrera 95 #10-31",3152596509,cliente562.728@gmail.com,Bucaramanga,563
TI,528243123,Cliente563 Pérez,1971-08-16 00:00:00,"Calle 65 #37-30",3362110247,cliente563.657@yahoo.com,Cartagena,564
CE,593130320,Cliente564 Méndez,1987-04-23 00:00:00,"Avenida 2 #92-45",3580182867,cliente564.307@mail.com,Barranquilla,565
CC,508857140,Cliente565 Pérez,1984-02-08 00:00:00,"Avenida 148 #6-19",3350220727,"",Bogotá,566
CC,192588361,Cliente566 Méndez,1800-01-01 00:00:00,"Diagonal 63 #5-43",3928687173,cliente566.265@outlook.com,Barranquilla,567
PAS,183078828,Cliente567 Torres,1966-02-12 00:00:00,"Carrera 150 #20-7",3357362665,cliente567.713@gmail.com,Medellín,568
CE,882100522,Cliente568 Gómez,1994-12-04 00:00:00,"Carrera 55 #71-44",3646196433,"",Pereira,569
TI,457038070,Cliente569 Pérez,1950-10-12 00:00:00,"Avenida 56 #66-38",3869114895,"",Barranquilla,570
TI,366537120,Cliente570 Ramírez,1988-02-24 00:00:00,"Calle 57 #73-46",3171370882,cliente570.92@gmail.com,Cartagena,571
TI,223863530,Cliente571 Gómez,1966-01-27 00:00:00,"Avenida 65 #84-9",3964820739,cliente571.802@mail.com,Bucaramanga,572
PAS,349696722,Cliente572 Gómez,2000-05-02 00:00:00,"Diagonal 26 #25-35",3196675467,cliente572.365@yahoo.com,Pereira,573
PAS,399347853,Cliente573 Méndez,1993-03-12 00:00:00,"Avenida 117 #74-33",3369162701,"",Cali,574
TI,321529169,Cliente574 Pérez,1969-08-12 00:00:00,"Avenida 57 #39-35",3808111847,cliente574.550@gmail.com,Pereira,575
TI,917063955,Cliente575 Méndez,1992-05-13 00:00:00,"Carrera 74 #25-1",3467894414,"",Medellín,576
PAS,210954301,Cliente576 Méndez,1971-11-20 00:00:00,"Diagonal 47 #85-25",3123640989,cliente576.865@mail.com,Barranquilla,577
CE,719493348,Cliente577 Gómez,1800-01-01 00:00:00,"Diagonal 22 #32-49",3380632838,cliente577.604@outlook.com,Bogotá,578
PAS,383563620,Cliente578 Méndez,1951-05-25 00:00:00,"Calle 21 #33-8",3631853214,"",Pereira,579
PAS,624462092,Cliente579 Pérez,2001-02-10 00:00:00,"Diagonal 69 #26-48",3499048203,cliente579.421@mail.com,Pereira,580
CE,901257983,Cliente580 Méndez,1954-08-22 00:00:00,"Calle 53 #13-36",3854021629,cliente580.533@gmail.com,Cali,581
PAS,699494626,Cliente581 Méndez,1991-11-06 00:00:00,"Carrera 12 #42-35",3409535343,cliente581.728@yahoo.com,Barranquilla,582
CC,864541955,Cliente582 Ramírez,1981-01-10 00:00:00,"Avenida 27 #10-9",3733983020,"",Bucaramanga,583
CE,811599634,Cliente583 Gómez,1998-11-06 00:00:00,"Carrera 115 #43-23",3352869068,"",Pereira,584
PAS,625312225,Cliente584 Méndez,2004-09-07 00:00:00,"Avenida 85 #66-35",3311220485,"",Medellín,585
TI,861741402,Cliente585 Torres,1989-05-02 00:00:00,"Carrera 34 #14-44",3354554264,"",Barranquilla,586
CC,152680954,Cliente586 Torres,1800-01-01 00:00:00,"Carrera 30 #99-30",3814743762,"",Bucaramanga,587
CC,997834706,Cliente587 Gómez,1993-09-04 00:00:00,"Diagonal 28 #37-8",3403047059,cliente587.161@gmail.com,Bucaramanga,588
PAS,530594319,Cliente588 Ramírez,1966-03-27 00:00:00,"Calle 41 #49-8",3188492532,cliente588.402@mail.com,Bucaramanga,589
PAS,261672776,Cliente589 Torres,1976-05-24 00:00:00,"Avenida 31 #33-6",3677715047,"",Pereira,590
CE,552955387,Cliente590 Pérez,1958-02-27 00:00:00,"Avenida 126 #57-3",3945004840,cliente590.852@gmail.com,Pereira,591
CE,467309113,Cliente591 Ramírez,1954-03-19 00:00:00,"Calle 52 #79-48",3286383691,"",Medellín,592
CE,930798258,Cliente592 Méndez,1982-03-07 00:00:00,"Carrera 123 #88-23",3211442749,"",Pereira,593
PAS,251146723,Cliente593 Ramírez,1800-01-01 00:00:00,"Carrera 93 #79-28",3432874991,cliente593.610@mail.com,Cartagena,594
CE,833167008,Cliente594 Méndez,1800-01-01 00:00:00,"Diagonal 2 #4-6",3678567486,"",Pereira,595
CE,651563285,Cliente595 Torres,1800-01-01 00:00:00,"Calle 96 #85-40",3878367543,cliente595.235@mail.com,Barranquilla,596
CE,770716151,Cliente596 Torres,1800-01-01 00:00:00,"Calle 112 #99-11",3817631919,"",Cali,597
CE,405554458,Cliente597 Ramírez,1965-04-20 00:00:00,"Diagonal 130 #94-6",3159455335,"",Bucaramanga,598
CE,565171453,Cliente598 Méndez,1999-03-11 00:00:00,"Carrera 13 #71-45",3686949582,cliente598.317@yahoo.com,Medellín,599
PAS,436572982,Cliente599 Méndez,1956-01-11 00:00:00,"Carrera 109 #26-48",3375381913,cliente599.108@gmail.com,Cali,600
CC,469126268,Cliente600 Gómez,1800-01-01 00:00:00,"Avenida 68 #65-46",3690324052,"",Cartagena,601
CE,347558077,Cliente601 Méndez,1800-01-01 00:00:00,"Carrera 44 #96-23",3348563151,"",Bucaramanga,602
CE,612127202,Cliente602 Pérez,1800-01-01 00:00:00,"Carrera 104 #98-5",3404758640,"",Barranquilla,603
PAS,147382779,Cliente603 Méndez,1967-01-13 00:00:00,"Calle 41 #4-38",3151917187,cliente603.779@outlook.com,Cali,604
PAS,775377313,Cliente604 Torres,1986-04-24 00:00:00,"Carrera 84 #99-28",3610229404,"",Medellín,605
CE,912830169,Cliente605 Pérez,1973-10-22 00:00:00,"Avenida 1 #78-44",3234583364,cliente605.628@gmail.com,Cartagena,606
PAS,481439293,Cliente606 Méndez,1990-12-24 00:00:00,"Carrera 67 #85-22",3112561045,"",Medellín,607
TI,991409695,Cliente607 Gómez,1959-03-05 00:00:00,"Carrera 122 #5-49",3322591793,cliente607.946@mail.com,Pereira,608
PAS,992268698,Cliente608 Torres,1980-08-18 00:00:00,"Avenida 12 #95-4",3598018123,cliente608.106@gmail.com,Bucaramanga,609
PAS,420825846,Cliente609 Torres,1981-03-27 00:00:00,"Diagonal 137 #20-35",3892768836,cliente609.443@mail.com,Barranquilla,610
TI,719656481,Cliente610 Pérez,1800-01-01 00:00:00,"Calle 150 #78-11",3515480671,cliente610.411@outlook.com,Pereira,611
CE,588450149,Cliente611 Pérez,1982-10-09 00:00:00,"Calle 120 #96-48",3860077116,"",Bogotá,612
CE,510519549,Cliente612 Ramírez,1978-08-26 00:00:00,"Diagonal 32 #66-9",3839773627,cliente612.368@yahoo.com,Pereira,613
PAS,463526496,Cliente613 Pérez,1987-09-06 00:00:00,"Diagonal 83 #43-4",3853373142,cliente613.941@gmail.com,Cali,614
CE,349931250,Cliente614 Méndez,1970-06-20 00:00:00,"Calle 99 #72-42",3646966731,cliente614.975@outlook.com,Pereira,615
TI,648142148,Cliente615 Torres,1990-07-28 00:00:00,"Avenida 119 #10-2",3844495981,"",Medellín,616
TI,417231597,Cliente616 Torres,1989-11-10 00:00:00,"Avenida 74 #37-42",3540570768,cliente616.213@mail.com,Bogotá,617
TI,141280095,Cliente617 Gómez,1800-01-01 00:00:00,"Avenida 110 #36-29",3795206746,cliente617.119@mail.com,Pereira,618
TI,364215353,Cliente618 Pérez,1997-08-16 00:00:00,"Calle 5 #16-32",3384966083,"",Medellín,619
PAS,199626559,Cliente619 Torres,1971-08-06 00:00:00,"Calle 122 #7-42",3606835569,"",Medellín,620
PAS,799377807,Cliente620 Torres,1993-06-28 00:00:00,"Avenida 7 #65-22",3373426237,"",Barranquilla,621
CE,376414926,Cliente621 Méndez,2002-01-08 00:00:00,"Diagonal 78 #9-13",3590561480,"",Medellín,622
CC,350010911,Cliente622 Ramírez,1986-02-02 00:00:00,"Carrera 8 #93-25",3833902815,"",Cartagena,623
TI,353328291,Cliente623 Méndez,1952-11-08 00:00:00,"Diagonal 97 #56-24",3464807855,cliente623.684@mail.com,Medellín,624
CE,755617676,Cliente624 Pérez,1969-04-25 00:00:00,"Diagonal 20 #12-11",3479330359,cliente624.106@outlook.com,Medellín,625
CC,126842839,Cliente625 Ramírez,1996-10-04 00:00:00,"Diagonal 138 #56-29",3892322451,cliente625.620@mail.com,Pereira,626
PAS,370442349,Cliente626 Pérez,1997-11-14 00:00:00,"Diagonal 5 #58-36",3629910562,cliente626.378@yahoo.com,Bucaramanga,627
CC,302054027,Cliente627 Torres,1958-08-17 00:00:00,"Avenida 124 #54-2",3595524956,"",Pereira,628
TI,768576385,Cliente628 Méndez,1991-10-25 00:00:00,"Calle 16 #34-14",3378241020,cliente628.484@yahoo.com,Barranquilla,629
CC,373929964,Cliente629 Ramírez,1990-03-25 00:00:00,"Diagonal 86 #11-45",3583256177,"",Pereira,630
TI,770697604,Cliente630 Ramírez,1995-05-26 00:00:00,"Carrera 78 #54-48",3528455571,"",Medellín,631
TI,191242959,Cliente631 Ramírez,1976-08-28 00:00:00,"Avenida 43 #70-10",3908162375,"",Bogotá,632
CC,809887042,Cliente632 Ramírez,1990-06-27 00:00:00,"Avenida 102 #100-17",3711564929,"",Barranquilla,633
PAS,230733491,Cliente633 Gómez,1800-01-01 00:00:00,"Avenida 127 #90-11",3842952636,"",Medellín,634
CE,528093692,Cliente634 Méndez,1994-09-24 00:00:00,"Avenida 73 #82-11",3967288496,"",Pereira,635
PAS,270485153,Cliente635 Méndez,1800-01-01 00:00:00,"Diagonal 55 #38-32",3788799824,"",Bucaramanga,636
CE,921343937,Cliente636 Pérez,1981-04-26 00:00:00,"Avenida 93 #78-9",3285082169,cliente636.123@yahoo.com,Pereira,637
CC,672015892,Cliente637 Torres,1800-01-01 00:00:00,"Diagonal 127 #33-16",3314548015,cliente637.806@yahoo.com,Pereira,638
TI,727969949,Cliente638 Torres,1972-01-18 00:00:00,"Diagonal 89 #64-22",3777986588,cliente638.678@mail.com,Pereira,639
CC,780745246,Cliente639 Pérez,1988-06-07 00:00:00,"Carrera 137 #60-28",3437635402,"",Cali,640
TI,609277020,Cliente640 Torres,1976-01-09 00:00:00,"Calle 134 #80-21",3718030515,"",Bucaramanga,641
CC,243394000,Cliente641 Méndez,1992-12-19 00:00:00,"Diagonal 31 #12-45",3230298777,"",Medellín,642
CC,823326899,Cliente642 Pérez,1997-11-25 00:00:00,"Avenida 46 #48-1",3694947567,"",Cali,643
PAS,469772082,Cliente643 Pérez,1800-01-01 00:00:00,"Diagonal 134 #63-24",3788644799,cliente643.199@outlook.com,Barranquilla,644
TI,130561967,Cliente644 Méndez,1953-01-21 00:00:00,"Carrera 150 #36-31",3112640261,"",Medellín,645
PAS,939377223,Cliente645 Ramírez,1951-03-22 00:00:00,"Avenida 68 #53-28",3183456816,cliente645.208@outlook.com,Bucaramanga,646
TI,967805580,Cliente646 Pérez,2001-06-06 00:00:00,"Calle 58 #46-36",3462211435,"",Pereira,647
