tipo_identificacion,numero_identificacion,nombres,fecha_nacimiento,direccion_cliente,telefono_cliente,correo_cliente,ciudad,id_cliente
CE,969163663,Cliente465 Ramírez,1953-01-06 00:00:00,"Carrera 17 #93-48",3443728608,cliente465.574@yahoo.com,Cartagena,431
CE,480337070,Cliente466 Torres,1979-12-06 00:00:00,"Diagonal 37 #30-44",3325622900,cliente466.492@outlook.com,Bucaramanga,432
TI,415340882,Cliente467 Torres,1963-11-13 00:00:00,"Carrera 140 #90-22",3743621371,"",Pereira,433
TI,892619546,Cliente468 Pérez,1955-03-09 00:00:00,"Calle 140 #20-48",3161170402,"",Medellín,434
TI,652478551,Cliente469 Ramírez,1952-11-13 00:00:00,"Carrera 89 #40-6",3444070999,"",Barranquilla,435
CE,398285037,Cliente470 Ramírez,2004-05-24 00:00:00,"Avenida 65 #90-3",3816222044,"",Bogotá,436
CC,163553584,Cliente471 Méndez,1966-12-25 00:00:00,"Diagonal 150 #50-47",3680637304,"",Medellín,437
PAS,301476223,Cliente472 Ramírez,1965-09-08 00:00:00,"Calle 87 #3-32",3326147719,"",Barranquilla,438
CC,817894167,Cliente473 Méndez,1977-11-27 00:00:00,"Calle 61 #33-50",3983556376,cliente473.774@mail.com,Medellín,439
TI,298419064,Cliente474 Torres,1977-02-07 00:00:00,"Calle 99 #79-18",3837677710,cliente474.206@outlook.com,Cartagena,440
TI,315297318,Cliente475 Méndez,1955-10-02 00:00:00,"Carrera 27 #53-40",3805828290,cliente475.480@gmail.com,Bogotá,441
TI,168239652,Cliente476 Gómez,1995-12-23 00:00:00,"Avenida 135 #69-37",3363065797,cliente476.989@gmail.com,Bogotá,442
CC,788712329,Cliente477 Ramírez,1991-02-26 00:00:00,"Carrera 20 #87-27",3102841423,"",Bogotá,443
CC,330459344,Cliente478 Méndez,1958-01-07 00:00:00,"Calle 101 #51-38",3954747057,"",Pereira,444
TI,999798764,Cliente479 Pérez,1960-10-24 00:00:00,"Diagonal 60 #23-21",3535978955,cliente479.423@outlook.com,Bogotá,445
PAS,827747753,Cliente480 Méndez,1958-07-07 00:00:00,"Avenida 68 #100-38",3165437988,cliente480.597@gmail.com,Barranquilla,446
CC,889040813,Cliente481 Méndez,1974-11-05 00:00:00,"Avenida 84 #55-45",3484635421,"",Bogotá,447
PAS,565073021,Cliente482 Ramírez,1952-03-24 00:00:00,"Calle 4 #5-19",3479543485,"",Cartagena,448
CC,251381627,Cliente483 Pérez,1992-08-26 00:00:00,"Diagonal 142 #28-36",3875229843,"",Pereira,449
CC,138956359,Cliente485 Méndez,1978-11-01 00:00:00,"Avenida 5 #48-47",3220511750,cliente485.134@mail.com,Cali,450
PAS,123782546,Cliente486 Ramírez,1988-08-24 00:00:00,"Calle 61 #75-5",3672450533,"",Cartagena,451
PAS,210162903,Cliente487 Torres,1964-10-17 00:00:00,"Carrera 77 #63-15",3734215653,"",Cartagena,452
CE,139861267,Cliente488 Torres,1977-01-02 00:00:00,"Avenida 61 #31-15",3288072447,"",Cartagena,453
TI,307839997,Cliente489 Ramírez,1957-09-13 00:00:00,"Avenida 87 #32-1",3955651337,cliente489.974@outlook.com,Barranquilla,454
CC,227744983,Cliente490 Ramírez,1959-03-07 00:00:00,"Carrera 15 #60-4",3957485188,"",Bucaramanga,455
TI,685246216,Cliente491 Méndez,1979-12-10 00:00:00,"Calle 138 #78-43",3649121173,cliente491.694@mail.com,Bogotá,456
CE,671781971,Cliente492 Pérez,1964-07-26 00:00:00,"Calle 136 #58-6",3336803356,cliente492.760@outlook.com,Cali,457
CE,795496398,Cliente493 Ramírez,1984-08-07 00:00:00,"Calle 145 #15-44",3165002585,"",Cartagena,458
PAS,755445685,Cliente494 Gómez,1969-05-17 00:00:00,"Carrera 71 #26-31",3891143019,"",Medellín,459
CC,830904886,Cliente495 Pérez,1996-09-16 00:00:00,"Avenida 45 #92-4",3651932842,cliente495.683@gmail.com,Bogotá,460
PAS,871725732,Cliente496 Gómez,1961-12-28 00:00:00,"Avenida 136 #30-8",3572420450,"",Cartagena,461
CC,111826387,Cliente497 Ramírez,1983-03-04 00:00:00,"Diagonal 40 #58-12",3508653326,cliente497.694@outlook.com,Bucaramanga,462
CE,276211123,Cliente498 Méndez,1987-12-09 00:00:00,"Carrera 133 #1-17",3968039267,cliente498.67@mail.com,Cali,463
TI,901252330,Cliente499 Gómez,1997-11-11 00:00:00,"Avenida 139 #86-49",3659665078,"",Cartagena,464
TI,753477821,Cliente500 Gómez,1973-12-22 00:00:00,"Carrera 75 #64-50",3306857945,"",Cartagena,465
TI,741359880,Cliente501 Gómez,1982-05-02 00:00:00,"Carrera 27 #60-17",3725483345,cliente501.946@mail.com,Bogotá,466
CC,433867271,Cliente502 Torres,2000-06-12 00:00:00,"Avenida 130 #75-46",3707655986,cliente502.199@mail.com,Barranquilla,467
PAS,542303435,Cliente503 Torres,1962-03-24 00:00:00,"Diagonal 60 #20-44",3373137019,cliente503.861@yahoo.com,Bucaramanga,468
TI,224759174,Cliente504 Ramírez,2003-10-03 00:00:00,"Avenida 45 #49-9",3569442925,"",Pereira,469
TI,374999549,Cliente505 Gómez,1986-06-14 00:00:00,"Diagonal 45 #66-24",3272880822,"",Bucaramanga,470
CE,797866685,Cliente506 Torres,1975-11-16 00:00:00,"Calle 60 #35-38",3631912586,"",Medellín,471
CC,484411676,Cliente507 Méndez,1997-03-21 00:00:00,"Diagonal 81 #23-41",3960049796,cliente507.31@yahoo.com,Bogotá,472
TI,816157914,Cliente508 Torres,1968-09-09 00:00:00,"Calle 95 #35-41",3412062447,cliente508.221@gmail.com,Medellín,473
CC,336151073,Cliente509 Ramírez,1987-01-28 00:00:00,"Diagonal 104 #1-47",3257078621,"",Bogotá,474
CC,758530364,Cliente510 Méndez,1954-12-20 00:00:00,"Avenida 11 #69-26",3651640496,"",Cali,475
CE,957403867,Cliente511 Méndez,1994-01-04 00:00:00,"Calle 18 #75-50",3575743323,"",Barranquilla,476
CC,856878018,Cliente512 Gómez,1983-10-10 00:00:00,"Diagonal 59 #63-46",3861492170,"",Cali,477
PAS,835781355,Cliente513 Pérez,1969-08-03 00:00:00,"Calle 21 #11-32",3977658199,cliente513.676@yahoo.com,Medellín,478
CC,290976424,Cliente514 Torres,1981-01-11 00:00:00,"Diagonal 97 #13-28",3714371947,"",Bucaramanga,479
TI,871864869,Cliente515 Gómez,1959-10-11 00:00:00,"Carrera 122 #65-10",3809817861,cliente515.921@gmail.com,Cartagena,480
PAS,630776443,Cliente517 Méndez,1954-10-06 00:00:00,"Avenida 131 #86-13",3711701076,cliente517.673@gmail.com,Pereira,481
CC,243101552,Cliente518 Gómez,1995-04-12 00:00:00,"Diagonal 22 #14-48",3739732038,"",Cali,482
TI,578805716,Cliente519 Gómez,1984-04-20 00:00:00,"Carrera 3 #10-28",3459342266,cliente519.623@mail.com,Medellín,483
CE,687741522,Cliente520 Torres,1952-10-22 00:00:00,"Calle 72 #40-45",3895811465,cliente520.576@mail.com,Bogotá,484
TI,312535753,Cliente521 Gómez,1985-12-14 00:00:00,"Diagonal 16 #91-47",3754862069,"",Barranquilla,485
PAS,853431028,Cliente522 Ramírez,2004-05-21 00:00:00,"Diagonal 68 #76-43",3593823565,cliente522.310@gmail.com,Bogotá,486
CE,450149821,Cliente523 Méndez,1996-12-12 00:00:00,"Carrera 130 #33-25",3744215176,"",Barranquilla,487
CE,623595427,Cliente526 Méndez,1979-06-21 00:00:00,"Carrera 39 #29-42",3936538940,cliente526.834@yahoo.com,Cartagena,488
CC,325491415,Cliente527 Gómez,1954-07-11 00:00:00,"Calle 6 #52-40",3967073975,"",Bogotá,489
CE,268115562,Cliente528 Pérez,1991-11-24 00:00:00,"Carrera 142 #9-31",3475288464,cliente528.654@mail.com,Cali,490
CE,547194301,Cliente529 Ramírez,1997-07-09 00:00:00,"Diagonal 36 #13-21",3539300247,"",Bogotá,491
CC,583128156,Cliente530 Gómez,1956-12-01 00:00:00,"Diagonal 78 #51-35",3922373015,cliente530.294@mail.com,Bucaramanga,492
PAS,875468208,Cliente531 Ramírez,1951-07-09 00:00:00,"Calle 83 #84-13",3195000401,cliente531.978@mail.com,Cali,493
CE,467533065,Cliente532 Torres,1997-05-14 00:00:00,"Diagonal 13 #24-42",3873656858,"",Cali,494
CC,193250046,Cliente533 Pérez,1964-04-23 00:00:00,"Diagonal 34 #96-19",3650848247,"",Medellín,495
TI,444162004,Cliente534 Méndez,2000-02-06 00:00:00,"Calle 57 #45-28",3745554218,cliente534.560@gmail.com,Pereira,496
TI,781348147,Cliente535 Ramírez,1993-02-17 00:00:00,"Diagonal 120 #83-26",3247438099,"",Cartagena,497
CC,481961245,Cliente537 Ramírez,1984-08-25 00:00:00,"Avenida 65 #43-11",3670161622,"",Bucaramanga,498
CC,694538358,Cliente538 Méndez,1982-11-13 00:00:00,"Calle 28 #60-1",3900616202,cliente538.289@gmail.com,Cartagena,499
CE,336322363,Cliente539 Gómez,2005-03-26 00:00:00,"Diagonal 149 #76-23",3983625367,"",Cartagena,500
TI,682950452,Cliente540 Gómez,1983-03-05 00:00:00,"Avenida 147 #93-41",3842738810,"",Bucaramanga,501
PAS,334021106,Cliente541 Pérez,2004-03-11 00:00:00,"Avenida 48 #73-46",3149290705,cliente541.23@yahoo.com,Cartagena,502
TI,935432787,Cliente542 Méndez,1970-12-13 00:00:00,"Avenida 136 #83-29",3116170466,"",Pereira,503
PAS,562797420,Cliente543 Gómez,1985-04-01 00:00:00,"Calle 138 #28-40",3266335958,cliente543.173@mail.com,Cartagena,504
CC,831596930,Cliente544 Torres,2000-02-02 00:00:00,"Diagonal 148 #61-29",3115795780,cliente544.381@outlook.com,Bogotá,505
PAS,693180019,Cliente546 Torres,1963-07-01 00:00:00,"Avenida 60 #27-14",3951013505,cliente546.340@outlook.com,Cali,506
CE,564590364,Cliente548 Torres,1979-01-21 00:00:00,"Diagonal 30 #54-31",3189320207,"",Pereira,507
CE,357926526,Cliente549 Gómez,1971-05-24 00:00:00,"Avenida 97 #54-31",3627917127,cliente549.722@gmail.com,Cali,508
CC,998670030,Cliente550 Pérez,1971-12-23 00:00:00,"Carrera 77 #71-10",3500711407,cliente550.47@yahoo.com,Barranquilla,509
CC,143747558,Cliente551 Torres,1954-12-10 00:00:00,"Diagonal 132 #62-30",3306433236,cliente551.442@mail.com,Cali,510
TI,315497213,Cliente552 Torres,1985-07-15 00:00:00,"Avenida 95 #44-14",3148331068,cliente552.365@outlook.com,Bogotá,511
CE,803950206,Cliente553 Méndez,2002-10-08 00:00:00,"Avenida 52 #46-19",3415947814,cliente553.377@mail.com,Cali,512
CE,113196208,Cliente555 Méndez,1965-02-04 00:00:00,"Avenida 30 #89-38",3986460413,"",Bogotá,513
CE,900530657,Cliente556 Ramírez,1966-02-16 00:00:00,"Calle 20 #13-46",3671281468,cliente556.479@outlook.com,Cartagena,514
TI,893620789,Cliente557 Pérez,1961-07-27 00:00:00,"Avenida 107 #69-15",3998338636,"",Pereira,515
PAS,346039344,Cliente558 Ramírez,1979-07-20 00:00:00,"Calle 136 #31-15",3359602795,cliente558.128@yahoo.com,Cartagena,516
TI,991968307,Cliente559 Ramírez,2005-07-05 00:00:00,"Diagonal 7 #68-43",3199022164,cliente559.91@gmail.com,Pereira,517
TI,762662405,Cliente560 Gómez,2005-01-07 00:00:00,"Calle 45 #54-29",3561820665,"",Bogotá,518
CE,134745517,Cliente561 Ramírez,1980-05-18 00:00:00,"Avenida 131 #37-49",3417819310,cliente561.132@gmail.com,Bucaramanga,519
TI,411532236,Cliente562 Pérez,1992-04-20 00:00:00,"Carrera 95 #10-31",3152596509,cliente562.728@gmail.com,Bucaramanga,520
TI,528243123,Cliente563 Pérez,1971-08-16 00:00:00,"Calle 65 #37-30",3362110247,cliente563.657@yahoo.com,Cartagena,521
CE,593130320,Cliente564 Méndez,1987-04-23 00:00:00,"Avenida 2 #92-45",3580182867,cliente564.307@mail.com,Barranquilla,522
CC,508857140,Cliente565 Pérez,1984-02-08 00:00:00,"Avenida 148 #6-19",3350220727,"",Bogotá,523
PAS,183078828,Cliente567 Torres,1966-02-12 00:00:00,"Carrera 150 #20-7",3357362665,cliente567.713@gmail.com,Medellín,524
CE,882100522,Cliente568 Gómez,1994-12-04 00:00:00,"Carrera 55 #71-44",3646196433,"",Pereira,525
TI,457038070,Cliente569 Pérez,1950-10-12 00:00:00,"Avenida 56 #66-38",3869114895,"",Barranquilla,526
TI,366537120,Cliente570 Ramírez,1988-02-24 00:00:00,"Calle 57 #73-46",3171370882,cliente570.92@gmail.com,Cartagena,527
TI,223863530,Cliente571 Gómez,1966-01-27 00:00:00,"Avenida 65 #84-9",3964820739,cliente571.802@mail.com,Bucaramanga,528
PAS,349696722,Cliente572 Gómez,2000-05-02 00:00:00,"Diagonal 26 #25-35",3196675467,cliente572.365@yahoo.com,Pereira,529
PAS,399347853,Cliente573 Méndez,1993-03-12 00:00:00,"Avenida 117 #74-33",3369162701,"",Cali,530
TI,321529169,Cliente574 Pérez,1969-08-12 00:00:00,"Avenida 57 #39-35",3808111847,cliente574.550@gmail.com,Pereira,531
TI,917063955,Cliente575 Méndez,1992-05-13 00:00:00,"Carrera 74 #25-1",3467894414,"",Medellín,532
PAS,210954301,Cliente576 Méndez,1971-11-20 00:00:00,"Diagonal 47 #85-25",3123640989,cliente576.865@mail.com,Barranquilla,533
PAS,383563620,Cliente578 Méndez,1951-05-25 00:00:00,"Calle 21 #33-8",3631853214,"",Pereira,534
PAS,624462092,Cliente579 Pérez,2001-02-10 00:00:00,"Diagonal 69 #26-48",3499048203,cliente579.421@mail.com,Pereira,535
CE,901257983,Cliente580 Méndez,1954-08-22 00:00:00,"Calle 53 #13-36",3854021629,cliente580.533@gmail.com,Cali,536
PAS,699494626,Cliente581 Méndez,1991-11-06 00:00:00,"Carrera 12 #42-35",3409535343,cliente581.728@yahoo.com,Barranquilla,537
CC,864541955,Cliente582 Ramírez,1981-01-10 00:00:00,"Avenida 27 #10-9",3733983020,"",Bucaramanga,538
CE,811599634,Cliente583 Gómez,1998-11-06 00:00:00,"Carrera 115 #43-23",3352869068,"",Pereira,539
PAS,625312225,Cliente584 Méndez,2004-09-07 00:00:00,"Avenida 85 #66-35",3311220485,"",Medellín,540
TI,861741402,Cliente585 Torres,1989-05-02 00:00:00,"Carrera 34 #14-44",3354554264,"",Barranquilla,541
CC,997834706,Cliente587 Gómez,1993-09-04 00:00:00,"Diagonal 28 #37-8",3403047059,cliente587.161@gmail.com,Bucaramanga,542
PAS,530594319,Cliente588 Ramírez,1966-03-27 00:00:00,"Calle 41 #49-8",3188492532,cliente588.402@mail.com,Bucaramanga,543
PAS,261672776,Cliente589 Torres,1976-05-24 00:00:00,"Avenida 31 #33-6",3677715047,"",Pereira,544
CE,552955387,Cliente590 Pérez,1958-02-27 00:00:00,"Avenida 126 #57-3",3945004840,cliente590.852@gmail.com,Pereira,545
CE,467309113,Cliente591 Ramírez,1954-03-19 00:00:00,"Calle 52 #79-48",3286383691,"",Medellín,546
CE,930798258,Cliente592 Méndez,1982-03-07 00:00:00,"Carrera 123 #88-23",3211442749,"",Pereira,547
CE,405554458,Cliente597 Ramírez,1965-04-20 00:00:00,"Diagonal 130 #94-6",3159455335,"",Bucaramanga,548
CE,565171453,Cliente598 Méndez,1999-03-11 00:00:00,"Carrera 13 #71-45",3686949582,cliente598.317@yahoo.com,Medellín,549
PAS,436572982,Cliente599 Méndez,1956-01-11 00:00:00,"Carrera 109 #26-48",3375381913,cliente599.108@gmail.com,Cali,550
PAS,147382779,Cliente603 Méndez,1967-01-13 00:00:00,"Calle 41 #4-38",3151917187,cliente603.779@outlook.com,Cali,551
PAS,775377313,Cliente604 Torres,1986-04-24 00:00:00,"Carrera 84 #99-28",3610229404,"",Medellín,552
CE,912830169,Cliente605 Pérez,1973-10-22 00:00:00,"Avenida 1 #78-44",3234583364,cliente605.628@gmail.com,Cartagena,553
PAS,481439293,Cliente606 Méndez,1990-12-24 00:00:00,"Carrera 67 #85-22",3112561045,"",Medellín,554
TI,991409695,Cliente607 Gómez,1959-03-05 00:00:00,"Carrera 122 #5-49",3322591793,cliente607.946@mail.com,Pereira,555
PAS,992268698,Cliente608 Torres,1980-08-18 00:00:00,"Avenida 12 #95-4",3598018123,cliente608.106@gmail.com,Bucaramanga,556
PAS,420825846,Cliente609 Torres,1981-03-27 00:00:00,"Diagonal 137 #20-35",3892768836,cliente609.443@mail.com,Barranquilla,557
CE,588450149,Cliente611 Pérez,1982-10-09 00:00:00,"Calle 120 #96-48",3860077116,"",Bogotá,558
CE,510519549,Cliente612 Ramírez,1978-08-26 00:00:00,"Diagonal 32 #66-9",3839773627,cliente612.368@yahoo.com,Pereira,559
PAS,463526496,Cliente613 Pérez,1987-09-06 00:00:00,"Diagonal 83 #43-4",3853373142,cliente613.941@gmail.com,Cali,560
CE,349931250,Cliente614 Méndez,1970-06-20 00:00:00,"Calle 99 #72-42",3646966731,cliente614.975@outlook.com,Pereira,561
TI,648142148,Cliente615 Torres,1990-07-28 00:00:00,"Avenida 119 #10-2",3844495981,"",Medellín,562
TI,417231597,Cliente616 Torres,1989-11-10 00:00:00,"Avenida 74 #37-42",3540570768,cliente616.213@mail.com,Bogotá,563
TI,364215353,Cliente618 Pérez,1997-08-16 00:00:00,"Calle 5 #16-32",3384966083,"",Medellín,564
PAS,199626559,Cliente619 Torres,1971-08-06 00:00:00,"Calle 122 #7-42",3606835569,"",Medellín,565
PAS,799377807,Cliente620 Torres,1993-06-28 00:00:00,"Avenida 7 #65-22",3373426237,"",Barranquilla,566
CE,376414926,Cliente621 Méndez,2002-01-08 00:00:00,"Diagonal 78 #9-13",3590561480,"",Medellín,567
CC,350010911,Cliente622 Ramírez,1986-02-02 00:00:00,"Carrera 8 #93-25",3833902815,"",Cartagena,568
TI,353328291,Cliente623 Méndez,1952-11-08 00:00:00,"Diagonal 97 #56-24",3464807855,cliente623.684@mail.com,Medellín,569
CE,755617676,Cliente624 Pérez,1969-04-25 00:00:00,"Diagonal 20 #12-11",3479330359,cliente624.106@outlook.com,Medellín,570
CC,126842839,Cliente625 Ramírez,1996-10-04 00:00:00,"Diagonal 138 #56-29",3892322451,cliente625.620@mail.com,Pereira,571
PAS,370442349,Cliente626 Pérez,1997-11-14 00:00:00,"Diagonal 5 #58-36",3629910562,cliente626.378@yahoo.com,Bucaramanga,572
CC,302054027,Cliente627 Torres,1958-08-17 00:00:00,"Avenida 124 #54-2",3595524956,"",Pereira,573
TI,768576385,Cliente628 Méndez,1991-10-25 00:00:00,"Calle 16 #34-14",3378241020,cliente628.484@yahoo.com,Barranquilla,574
CC,373929964,Cliente629 Ramírez,1990-03-25 00:00:00,"Diagonal 86 #11-45",3583256177,"",Pereira,575
TI,770697604,Cliente630 Ramírez,1995-05-26 00:00:00,"Carrera 78 #54-48",3528455571,"",Medellín,576
TI,191242959,Cliente631 Ramírez,1976-08-28 00:00:00,"Avenida 43 #70-10",3908162375,"",Bogotá,577
CC,809887042,Cliente632 Ramírez,1990-06-27 00:00:00,"Avenida 102 #100-17",3711564929,"",Barranquilla,578
CE,528093692,Cliente634 Méndez,1994-09-24 00:00:00,"Avenida 73 #82-11",3967288496,"",Pereira,579
CE,921343937,Cliente636 Pérez,1981-04-26 00:00:00,"Avenida 93 #78-9",3285082169,cliente636.123@yahoo.com,Pereira,580
TI,727969949,Cliente638 Torres,1972-01-18 00:00:00,"Diagonal 89 #64-22",3777986588,cliente638.678@mail.com,Pereira,581
CC,780745246,Cliente639 Pérez,1988-06-07 00:00:00,"Carrera 137 #60-28",3437635402,"",Cali,582
TI,609277020,Cliente640 Torres,1976-01-09 00:00:00,"Calle 134 #80-21",3718030515,"",Bucaramanga,583
CC,243394000,Cliente641 Méndez,1992-12-19 00:00:00,"Diagonal 31 #12-45",3230298777,"",Medellín,584
CC,823326899,Cliente642 Pérez,1997-11-25 00:00:00,"Avenida 46 #48-1",3694947567,"",Cali,585
TI,130561967,Cliente644 Méndez,1953-01-21 00:00:00,"Carrera 150 #36-31",3112640261,"",Medellín,586
PAS,939377223,Cliente645 Ramírez,1951-03-22 00:00:00,"Avenida 68 #53-28",3183456816,cliente645.208@outlook.com,Bucaramanga,587
TI,967805580,Cliente646 Pérez,2001-06-06 00:00:00,"Calle 58 #46-36",3462211435,"",Pereira,588
PAS,513669371,Cliente647 Torres,1988-05-04 00:00:00,"Diagonal 30 #92-43",3593626541,"",Cali,589
PAS,842386352,Cliente650 Ramírez,1958-01-26 00:00:00,"Diagonal 84 #34-12",3788324964,cliente650.688@mail.com,Bogotá,590
PAS,516716969,Cliente651 Ramírez,1982-04-05 00:00:00,"Calle 28 #36-1",3424918156,cliente651.984@gmail.com,Medellín,591
TI,104678074,Cliente652 Ramírez,1973-09-22 00:00:00,"Diagonal 22 #72-3",3503741181,cliente652.50@outlook.com,Medellín,592
CC,359198633,Cliente653 Pérez,1987-06-07 00:00:00,"Diagonal 60 #85-20",3875552752,"",Medellín,593
CC,154126626,Cliente654 Méndez,1950-06-22 00:00:00,"Calle 121 #12-26",3161558550,"",Medellín,594
CE,269078624,Cliente655 Ramírez,1974-09-03 00:00:00,"Carrera 46 #47-38",3190417345,cliente655.584@gmail.com,Medellín,595
CC,146665621,Cliente656 Méndez,2002-10-04 00:00:00,"Diagonal 145 #52-43",3408109642,"",Medellín,596
TI,598093226,Cliente657 Ramírez,1993-08-19 00:00:00,"Diagonal 127 #39-10",3373372659,cliente657.392@mail.com,Bucaramanga,597
TI,421079990,Cliente659 Pérez,1998-06-25 00:00:00,"Avenida 140 #6-6",3320691814,"",Bogotá,598
CE,533231553,Cliente660 Torres,2004-03-28 00:00:00,"Diagonal 79 #68-42",3875452158,cliente660.200@mail.com,Pereira,599
PAS,814042064,Cliente661 Pérez,1982-10-23 00:00:00,"Avenida 25 #71-12",3111660368,"",Bucaramanga,600
PAS,927316954,Cliente662 Pérez,1968-10-10 00:00:00,"Diagonal 40 #73-5",3516380835,"",Cali,601
CE,378547457,Cliente663 Ramírez,1953-09-23 00:00:00,"Calle 140 #96-29",3251859256,"",Barranquilla,602
TI,939305978,Cliente665 Torres,1963-04-08 00:00:00,"Carrera 42 #30-46",3597968981,cliente665.902@gmail.com,Medellín,603
TI,269324196,Cliente666 Pérez,1968-01-21 00:00:00,"Carrera 145 #30-6",3321389350,cliente666.397@gmail.com,Cali,604
CE,917458429,Cliente667 Gómez,1961-01-02 00:00:00,"Calle 84 #81-38",3280190943,cliente667.383@yahoo.com,Cartagena,605
PAS,548661921,Cliente668 Pérez,1969-04-19 00:00:00,"Diagonal 104 #94-48",3951795609,cliente668.322@yahoo.com,Cartagena,606
CE,345428134,Cliente669 Torres,2005-07-26 00:00:00,"Avenida 64 #29-10",3555838263,"",Bogotá,607
PAS,761868297,Cliente670 Gómez,1968-05-06 00:00:00,"Calle 7 #26-8",3835275406,cliente670.50@mail.com,Bogotá,608
CC,560753159,Cliente671 Pérez,1994-12-10 00:00:00,"Carrera 33 #35-50",3730714934,cliente671.301@gmail.com,Barranquilla,609
TI,692628099,Cliente672 Torres,1969-08-12 00:00:00,"Avenida 80 #76-48",3804389880,"",Bogotá,610
CC,207838935,Cliente673 Méndez,2005-03-10 00:00:00,"Avenida 87 #90-26",3293548853,"",Medellín,611
TI,269863731,Cliente674 Pérez,1978-07-03 00:00:00,"Avenida 135 #20-2",3618537430,cliente674.322@outlook.com,Medellín,612
CC,239588671,Cliente676 Pérez,1974-04-09 00:00:00,"Diagonal 130 #88-46",3852576515,"",Cali,613
CC,814190826,Cliente677 Torres,1998-08-11 00:00:00,"Avenida 76 #6-41",3371406388,"",Cali,614
TI,298795336,Cliente678 Gómez,1986-02-21 00:00:00,"Calle 74 #30-39",3724636018,cliente678.436@mail.com,Bucaramanga,615
PAS,878478149,Cliente679 Gómez,2002-09-05 00:00:00,"Diagonal 62 #9-5",3194139619,cliente679.752@yahoo.com,Bogotá,616
CC,105848768,Cliente680 Ramírez,1965-11-20 00:00:00,"Avenida 53 #64-36",3838557442,"",Cali,617
CC,869978478,Cliente683 Méndez,1970-03-01 00:00:00,"Avenida 101 #84-21",3554778274,"",Pereira,618
TI,534131465,Cliente684 Méndez,1989-07-07 00:00:00,"Avenida 103 #88-8",3807355925,cliente684.742@gmail.com,Pereira,619
CE,552499687,Cliente685 Torres,1955-06-14 00:00:00,"Avenida 11 #79-10",3493578114,"",Cali,620
CE,966840006,Cliente686 Pérez,2005-02-15 00:00:00,"Carrera 40 #52-43",3428682969,"",Bucaramanga,621
PAS,432823399,Cliente687 Ramírez,1950-11-21 00:00:00,"Carrera 91 #53-19",3192334352,"",Pereira,622
CC,165037974,Cliente688 Pérez,1953-07-18 00:00:00,"Diagonal 61 #15-15",3181073618,cliente688.264@gmail.com,Pereira,623
PAS,997147470,Cliente689 Méndez,1989-01-09 00:00:00,"Carrera 54 #78-28",3552589953,cliente689.755@yahoo.com,Cartagena,624
PAS,742430982,Cliente690 Ramírez,1961-12-04 00:00:00,"Avenida 51 #25-47",3820955953,cliente690.692@yahoo.com,Pereira,625
CC,129963135,Cliente691 Ramírez,1964-03-28 00:00:00,"Calle 82 #26-32",3478495589,"",Medellín,626
CE,626462244,Cliente692 Ramírez,1957-02-06 00:00:00,"Diagonal 125 #48-23",3557299175,"",Cali,627
CC,350083282,Cliente693 Ramírez,1984-01-17 00:00:00,"Diagonal 31 #42-39",3404731711,cliente693.865@mail.com,Pereira,628
CE,563021038,Cliente694 Ramírez,2004-02-24 00:00:00,"Avenida 53 #91-20",3273722807,cliente694.989@mail.com,Medellín,629
PAS,513425801,Cliente695 Torres,1992-02-24 00:00:00,"Calle 138 #43-7",3107757897,"",Pereira,630
PAS,902884179,Cliente696 Méndez,1954-06-08 00:00:00,"Carrera 144 #60-5",3842115854,cliente696.211@mail.com,Cartagena,631
PAS,319127893,Cliente697 Méndez,1973-10-19 00:00:00,"Avenida 147 #53-40",3917666774,cliente697.294@mail.com,Bogotá,632
CE,574467859,Cliente698 Torres,1994-01-10 00:00:00,"Diagonal 42 #85-9",3496279280,cliente698.110@mail.com,Bucaramanga,633
CC,769986047,Cliente699 Torres,1986-08-09 00:00:00,"Avenida 33 #18-17",3897081497,cliente699.684@mail.com,Barranquilla,634
CE,459863795,Cliente700 Torres,1990-06-28 00:00:00,"Avenida 18 #42-7",3429251648,cliente700.597@gmail.com,Cali,635
PAS,448035335,Cliente701 Pérez,1976-09-15 00:00:00,"Carrera 74 #36-29",3968437347,cliente701.961@mail.com,Bogotá,636
CC,423327079,Cliente702 Méndez,1962-07-26 00:00:00,"Carrera 118 #99-30",3270486512,"",Bogotá,637
CC,629539129,Cliente703 Gómez,1975-03-12 00:00:00,"Calle 52 #8-5",3240768090,cliente703.109@yahoo.com,Cali,638
CC,427481448,Cliente704 Pérez,1973-06-04 00:00:00,"Diagonal 4 #25-13",3610372032,cliente704.994@yahoo.com,Cali,639
TI,692332309,Cliente705 Gómez,1985-10-16 00:00:00,"Calle 112 #33-13",3976180178,"",Bucaramanga,640
PAS,340097298,Cliente706 Gómez,1979-07-14 00:00:00,"Diagonal 14 #82-36",3495853799,"",Pereira,641
PAS,380926698,Cliente707 Gómez,1971-05-13 00:00:00,"Diagonal 1 #16-28",3610302474,"",Barranquilla,642
TI,183427312,Cliente708 Méndez,1993-05-14 00:00:00,"Carrera 118 #31-37",3411155051,cliente708.725@gmail.com,Barranquilla,643
CE,711357379,Cliente709 Méndez,1973-04-26 00:00:00,"Calle 80 #71-50",3924777246,cliente709.904@yahoo.com,Medellín,644
CC,515515385,Cliente711 Ramírez,1971-06-15 00:00:00,"Calle 134 #7-19",3677727020,"",Medellín,645
